p1,p2,ibd1
TGSH4253,Phem15,0.235
TGSH4253,DILE6074,0.665
TGSH4253,DILE6076,0.235
TGSH4253,DILE6076,0.235
TGSH4253,DILE6078,0.378
TGSH4253,DILE6079,0.139
TGSH4253,DILE6080,0
TGSH4253,DILE6081,0.282
TGSH4253,DILE6082,0.282
TGSH4253,DILE6083,0
TGSH4253,DILE6084,0.043
TGSH4253,DILE6085,0.282
TGSH4253,DILE6086,0.426
TGSH4253,DILE6087,0.282
TGSH4253,DILE6088,0
TGSH4253,DILE6089,0
TGSH4253,DILE6090,0.282
TGSH4253,DILE6091,0.235
TGSH4253,DILE6092,0.474
TGSH4253,DILE6093,0.426
TGSH4253,DILE6094,0.378
TGSH4253,DILE6095,0.235
TGSH4253,DILE6096,0
TGSH4253,DILE6097,0
TGSH4253,DILE6098,0.569
TGSH4253,DILE6099,0.522
TGSH4253,DILE6071,0.187
TGSH4253,DILE6072,0.187
TGSH4253,DILE6073,0
TGSH4253,AMWO031582,0
TGSH4253,AMWO031583,0.378
TGSH4253,AMWO031584,0.282
TGSH4253,AMWO031585,0.474
TGSH4253,AMWO031586,0.33
TGSH4253,AMWO031587,0.426
TGSH4253,DILE6100,0
TGSH4253,GAAB2301,0
TGSH4253,GAAB2302,0
TGSH4253,GAAB2303,0
TGSH4253,GAAB2304,0.282
TGSH4253,GAAB2305,0.091
TGSH4253,GAAB2306,0.139
TGSH4253,GAAB2307,0.665
TGSH4253,GAAB2308,0
TGSH4253,GAAB2309,0.569
TGSH4253,GAAB2310,0
TGSH4253,GAAB2311,0.043
TGSH4253,GAAB2312,0.091
TGSH4253,SNDI071886,0
TGSH4253,SNDI071887,0.187
TGSH4253,SNDI071888,0.235
TGSH4253,SNDI071889,0.187
TGSH4253,SNDI071891,0
TGSH4253,SNDI071892,0
TGSH4253,SNDI071893,0.282
TGSH4253,SNDI071894,0.426
TGSH4253,SNDI071895,0
TGSH4253,SNDI071896,0.091
TGSH4253,SNDI071897,0
TGSH4253,SNDI071898,0
TGSH4253,SNDI071899,0.043
TGSH4253,SNDI071900,0
TGSH4253,SNDI071901,0.187
TGSH4253,SNDI071902,0.139
TGSH4253,SNDI071903,0.378
TGSH4253,SNDI071904,0.139
TGSH4253,SNDI071905,0.043
TGSH4253,SNDI071906,0.187
TGSH4253,SNDI071907,0.235
TGSH4253,SNDI071908,0.043
TGSH4253,SNDI071909,0.426
TGSH4253,SNDI071910,0.139
TGSH4253,TGYE3689,0.569
TGSH4253,TGYE3690,0.426
TGSH4253,TGYE3691,0.426
TGSH4253,TGYE3692,0
TGSH4253,TGYE3693,0.474
TGSH4253,TGYE3694,0.139
TGSH4253,TGYE3695,0.378
TGSH4253,TGYE3696,0.282
TGSH4253,TGYE3697,0.426
TGSH4253,TGYE3698,0.617
TGSH4253,TGYE3699,0.187
TGSH4253,TGYE3700,0.235
TGSH4253,TGYE3701,0.522
TGSH4253,TGYE3702,0.33
TGSH4253,TGYE3703,0.043
TGSH4253,TGYE3704,0.856
TGSH4253,TGYE3705,0
TGSH4253,TGYE3706,0
TGSH4253,TGYE3707,0
TGSH4253,TGYE3708,0.474
TGSH4253,TGYE3709,0.282
TGSH4253,TGYE3710,0
TGSH4253,Phem8,0.235
TGSH4253,Phem9,0
TGSH4253,Phem10,0.282
TGSH4253,Phem11,0.282
TGSH4253,SEBI1501,0.043
TGSH4253,SEBI1502,0.139
TGSH4253,SEBI1503,0.139
TGSH4253,SEBI1504,0.33
TGSH4253,SEBI1505,0
TGSH4253,SEBI1506,0.426
TGSH4253,SEBI1507,0.187
TGSH4253,SEBI1508,0.282
TGSH4253,SEBI1509,0.091
TGSH4253,SEBI1510,0.043
TGSH4253,SEBI1511,0.139
TGSH4253,SEBI1512,0
TGSH4253,SEBI1513,0.33
TGSH4253,SEBI1514,0.426
TGSH4253,SEBI1515,0.091
TGSH4253,SEBI1516,0.043
TGSH4253,SEBI1517,0
TGSH4253,SEBI1518,0
TGSH4253,SEBI1519,0
TGSH4253,SEBI1520,0.043
TGSH4253,SEBI1521,0.091
TGSH4253,SEBI1522,0.043
TGSH4253,SEBI1523,0.139
TGSH4253,SEBI1524,0
TGSH4253,SEBI1525,0.091
TGSH4253,SEBI1526,0.187
TGSH4253,SEBI1527,0.426
TGSH4253,SEBI1528,0
TGSH4253,SEBI1529,0.187
TGSH4253,SEBI1530,0.187
TGSH4253,SEBI1531,0.235
TGSH4253,SEBI1532,0.282
TGSH4253,SEBI1533,0.139
TGSH4253,SEBI1534,0.091
TGSH4253,SEBI1535,0.043
TGSH4253,SEBI1536,0.569
TGSH4253,SEBI1537,0.043
TGSH4253,SEBI1538,0.139
TGSH4253,SEBI1539,0.426
TGSH4253,SEBI1540,0
TGSH4253,SEBI1541,0.091
TGSH4253,SEBI1542,0.091
TGSH4253,SEBI1543,0.33
TGSH4253,SEBI1544,0.426
TGSH4253,SEBI1545,0.33
TGSH4253,SEBI1546,0.091
TGSH4253,SEBI1547,0
TGSH4253,SEBI1548,0.091
TGSH4253,SEBI1549,0.235
TGSH4253,SEBI1550,0.378
TGSH4253,SEBI1551,0.091
TGSH4253,SEBI1552,0.33
TGSH4253,SEBI1553,0.282
TGSH4253,SEBI1554,0.139
TGSH4253,SEBI1555,0.187
TGSH4253,SEBI1556,0.282
TGSH4253,SEBI1557,0
TGSH4253,SEBI1558,0
TGSH4253,SEBI1559,0.378
TGSH4253,SEBI1560,0
TGSH4253,SEBI1561,0.187
TGSH4253,SEBI1562,0
TGSH4253,SEBI1563,0
TGSH4253,SEBI1564,0
TGSH4253,SEBI1565,0.091
TGSH4253,SEBI1566,0.139
TGSH4253,SEBI1567,0.187
TGSH4253,SEBI1568,0
TGSH4253,SEBI1569,0.043
TGSH4253,SEBI1570,0
TGSH4253,SEBI1571,0.139
TGSH4253,SEBI1572,0
TGSH4253,SEBI1573,0.282
TGSH4253,SEBI1574,0
TGSH4253,SEBI1575,0.091
TGSH4253,SEBI1576,0
TGSH4253,SEBI1577,0.139
TGSH4253,SEBI1578,0.235
TGSH4253,SEBI1579,0.33
TGSH4253,SEBI1580,0.235
TGSH4253,SEBI1581,0
TGSH4253,SEBI1582,0.235
TGSH4253,SEBI1583,0.091
TGSH4253,SEBI1584,0.282
TGSH4253,SEBI1585,0.378
TGSH4253,SEBI1586,0.235
TGSH4253,SEBI1587,0.139
TGSH4253,SEBI1588,0.187
TGSH4253,SEBI1589,0.235
TGSH4253,SEBI1590,0.043
TGSH4253,SEBI1591,0.426
TGSH4253,SEBI1592,0.33
TGSH4253,Phem4,0
TGSH4253,Phem5,0
TGSH4253,Phem6,0.187
TGSH4253,Phem7,0
TGSH4253,AMAN030929,0.474
TGSH4253,AMAN030930,0
TGSH4253,AMAN030931,0.378
TGSH4253,AMAN030932,0.091
TGSH4253,AMAN030933,0.617
TGSH4253,AMAN030934,0.522
TGSH4253,AMAN030935,0
TGSH4253,AMAN030936,0.091
TGSH4253,AMAN030937,0.235
TGSH4253,AMAN030938,0.235
TGSH4253,AMAN030939,0.569
TGSH4253,AMAN030940,0.235
TGSH4253,AMAN030941,0
TGSH4253,AMAN030942,0
TGSH4253,AMAN030943,0.187
TGSH4253,AMAN030944,0.235
TGSH4253,AMAN030945,0.235
TGSH4253,AMAN030946,0.235
TGSH4253,AMAN030947,0.187
TGSH4253,AMAN030948,0.33
TGSH4253,AMAN030949,0.33
TGSH4253,AMAN030950,0.378
TGSH4253,AMAN030951,0.33
TGSH4253,AMAN030952,0.33
TGSH4253,AMAN030953,0.569
TGSH4253,AMAN030954,0
TGSH4253,AMAN030955,0
TGSH4253,AMAN030956,0.187
TGSH4253,AMAN030957,0.235
TGSH4253,AMAN030958,0.235
TGSH4253,AMAN030959,0
TGSH4253,AMAN030960,0
TGSH4253,AMAN030961,0.187
TGSH4253,AMAN030962,0
TGSH4253,AMAN030963,0
TGSH4253,AMAN030964,0.426
TGSH4253,AMAN030965,0
TGSH4253,AMAN030966,0.235
TGSH4253,AMAN030967,0.617
TGSH4253,AMAN030968,0.522
TGSH4253,AMAN030969,0.522
TGSH4253,AMAN030970,0.043
TGSH4253,AMAN030971,0.426
TGSH4253,AMAN030972,0.091
TGSH4253,AMAN030973,0.139
TGSH4253,AMAN030974,0.043
TGSH4253,AMAN030975,0.139
TGSH4253,AMAN030976,0.426
TGSH4253,AMAN030977,0.474
TGSH4253,AMAN030978,0.235
TGSH4253,AMAN030979,0.091
TGSH4253,AMAN030980,0.187
TGSH4253,AMAN030981,0.043
TGSH4253,AMAN030982,0
TGSH4253,AMAN030983,0.187
TGSH4253,AMAN030984,0.522
TGSH4253,AMAN030985,0.569
TGSH4253,AMAN030986,0.522
TGSH4253,AMAN030987,0.522
TGSH4253,AMAN030988,0.522
TGSH4253,AMAN030989,0.522
TGSH4253,AMAN030990,0.522
TGSH4253,AMAN030991,0.522
TGSH4253,AMAN030992,0.522
TGSH4253,AMAN030993,0.522
TGSH4253,AMAN030994,0.522
TGSH4253,AMAN030995,0.474
TGSH4253,AMAN030996,0.522
TGSH4253,AMAN030997,0.522
TGSH4253,AMAN030998,0.378
TGSH4253,AMAN030999,0.522
TGSH4253,AMAN031000,0.522
TGSH4253,AMAN031001,0.33
TGSH4253,AMAN031002,0.378
TGSH4253,AMAN031003,0.33
TGSH4253,AMAN031004,0.426
TGSH4253,AMAN031005,0.426
TGSH4253,AMAN031006,0
TGSH4253,AMAN031007,0.426
TGSH4253,AMAN031008,0.426
TGSH4253,AMAN031009,0.426
TGSH4253,AMAN031010,0.426
TGSH4253,AMAN031011,0.426
TGSH4253,AMAN031012,0.378
TGSH4253,AMAN031013,0.426
TGSH4253,AMAN031014,0.426
TGSH4253,AMAN031015,0.426
TGSH4253,AMAN031016,0.426
TGSH4253,AMAN031017,0.139
TGSH4253,AMAN031018,0.187
TGSH4253,AMAN031019,0.091
TGSH4253,AMAN031020,0.139
TGSH4253,Phem1,0.139
TGSH4253,Phem2,0.139
TGSH4253,Phem3,0.187
TGSH4254,TGSH4255,0.378
TGSH4254,TGSH4256,0.904
TGSH4254,TGSH4257,0.378
TGSH4254,TGSH4258,0.282
TGSH4254,SILR5500,0.139
TGSH4254,SILR5501,0.139
TGSH4254,SILR5502,0.187
TGSH4254,SILR5503,0.187
TGSH4254,SILR5504,0.187
TGSH4254,SILR5505,0.378
TGSH4254,SILR5506,0.235
TGSH4254,SILR5507,0.282
TGSH4254,SILR5508,0
TGSH4254,SILR5509,0
TGSH4254,SILR5510,0.282
TGSH4254,SILR5511,0.139
TGSH4254,SILR5512,0
TGSH4254,SILR5513,0.522
TGSH4254,SILR5514,0.426
TGSH4254,SILR5515,0
TGSH4254,SILR5516,0.426
TGSH4254,SILR5517,0.043
TGSH4254,SILR5518,0.282
TGSH4254,SILR5519,0.235
TGSH4254,SILR5520,0.426
TGSH4254,SILR5521,0.426
TGSH4254,Phem12,0.235
TGSH4254,Phem13,0.235
TGSH4254,Phem14,0.378
TGSH4254,Phem15,0.378
TGSH4254,DILE6074,0.426
TGSH4254,DILE6076,0.474
TGSH4254,DILE6076,0.474
TGSH4254,DILE6078,0.617
TGSH4254,DILE6079,0
TGSH4254,DILE6080,0
TGSH4254,DILE6081,0.426
TGSH4254,DILE6082,0.426
TGSH4254,DILE6083,0.33
TGSH4254,DILE6084,0.282
TGSH4254,DILE6085,0
TGSH4254,DILE6086,0.569
TGSH4254,DILE6087,0.235
TGSH4254,DILE6088,0
TGSH4254,DILE6089,0
TGSH4254,DILE6090,0
TGSH4254,DILE6091,0.091
TGSH4254,DILE6092,0.235
TGSH4254,DILE6093,0.091
TGSH4254,DILE6094,0.522
TGSH4254,DILE6095,0.474
TGSH4254,DILE6096,0
TGSH4254,DILE6097,0
TGSH4254,DILE6098,0.235
TGSH4254,DILE6099,0.282
TGSH4254,DILE6071,0.139
TGSH4254,DILE6072,0.139
TGSH4254,DILE6073,0
TGSH4254,AMWO031582,0
TGSH4254,AMWO031583,0.139
TGSH4254,AMWO031584,0.043
TGSH4254,AMWO031585,0.426
TGSH4254,AMWO031586,0.282
TGSH4254,AMWO031587,0.378
TGSH4254,DILE6100,0
TGSH4254,GAAB2301,0
TGSH4254,GAAB2302,0
TGSH4254,GAAB2303,0.091
TGSH4254,GAAB2304,0.235
TGSH4254,GAAB2305,0.139
TGSH4254,GAAB2306,0
TGSH4254,GAAB2307,0.33
TGSH4254,GAAB2308,0.043
TGSH4254,GAAB2309,0.235
TGSH4254,GAAB2310,0
TGSH4254,GAAB2311,0.091
TGSH4254,GAAB2312,0.043
TGSH4254,SNDI071886,0
TGSH4254,SNDI071887,0.426
TGSH4254,SNDI071888,0.187
TGSH4254,SNDI071889,0
TGSH4254,SNDI071891,0
TGSH4254,SNDI071892,0
TGSH4254,SNDI071893,0.139
TGSH4254,SNDI071894,0.187
TGSH4254,SNDI071895,0
TGSH4254,SNDI071896,0.33
TGSH4254,SNDI071897,0.187
TGSH4254,SNDI071898,0.235
TGSH4254,SNDI071899,0.091
TGSH4254,SNDI071900,0.33
TGSH4254,SNDI071901,0.043
TGSH4254,SNDI071902,0.282
TGSH4254,SNDI071903,0.33
TGSH4254,SNDI071904,0
TGSH4254,SNDI071905,0.282
TGSH4254,SNDI071906,0.426
TGSH4254,SNDI071907,0.187
TGSH4254,SNDI071908,0.378
TGSH4254,SNDI071909,0.378
TGSH4254,SNDI071910,0.474
TGSH4254,TGYE3689,0.904
TGSH4254,TGYE3690,0.091
TGSH4254,TGYE3691,0.378
TGSH4254,TGYE3692,0
TGSH4254,TGYE3693,0.713
TGSH4254,TGYE3694,0.474
TGSH4254,TGYE3695,0.713
TGSH4254,TGYE3696,0.522
TGSH4254,TGYE3697,0.761
TGSH4254,TGYE3698,0.856
TGSH4254,TGYE3699,0.426
TGSH4254,TGYE3700,0.091
TGSH4254,TGYE3701,0.282
TGSH4254,TGYE3702,0.474
TGSH4254,TGYE3703,0
TGSH4254,TGYE3704,0.522
TGSH4254,TGYE3705,0.187
TGSH4254,TGYE3706,0.187
TGSH4254,TGYE3707,0.235
TGSH4254,TGYE3708,0.33
TGSH4254,TGYE3709,0.617
TGSH4254,TGYE3710,0
TGSH4254,Phem8,0
TGSH4254,Phem9,0.187
TGSH4254,Phem10,0.235
TGSH4254,Phem11,0.139
TGSH4254,SEBI1501,0.378
TGSH4254,SEBI1502,0.378
TGSH4254,SEBI1503,0.378
TGSH4254,SEBI1504,0.187
TGSH4254,SEBI1505,0
TGSH4254,SEBI1506,0.378
TGSH4254,SEBI1507,0.33
TGSH4254,SEBI1508,0.235
TGSH4254,SEBI1509,0.043
TGSH4254,SEBI1510,0.378
TGSH4254,SEBI1511,0
TGSH4254,SEBI1512,0.235
TGSH4254,SEBI1513,0.474
TGSH4254,SEBI1514,0.187
TGSH4254,SEBI1515,0.33
TGSH4254,SEBI1516,0.282
TGSH4254,SEBI1517,0
TGSH4254,SEBI1518,0.139
TGSH4254,SEBI1519,0
TGSH4254,SEBI1520,0.187
TGSH4254,SEBI1521,0.33
TGSH4254,SEBI1522,0
TGSH4254,SEBI1523,0.091
TGSH4254,SEBI1524,0.091
TGSH4254,SEBI1525,0.235
TGSH4254,SEBI1526,0.043
TGSH4254,SEBI1527,0.282
TGSH4254,SEBI1528,0
TGSH4254,SEBI1529,0.33
TGSH4254,SEBI1530,0.33
TGSH4254,SEBI1531,0.569
TGSH4254,SEBI1532,0.522
TGSH4254,SEBI1533,0.282
TGSH4254,SEBI1534,0.139
TGSH4254,SEBI1535,0.378
TGSH4254,SEBI1536,0.139
TGSH4254,SEBI1537,0.091
TGSH4254,SEBI1538,0.474
TGSH4254,SEBI1539,0.091
TGSH4254,SEBI1540,0
TGSH4254,SEBI1541,0.33
TGSH4254,SEBI1542,0.235
TGSH4254,SEBI1543,0.187
TGSH4254,SEBI1544,0.569
TGSH4254,SEBI1545,0.569
TGSH4254,SEBI1546,0.043
TGSH4254,SEBI1547,0.043
TGSH4254,SEBI1548,0.33
TGSH4254,SEBI1549,0.378
TGSH4254,SEBI1550,0.33
TGSH4254,SEBI1551,0.043
TGSH4254,SEBI1552,0.474
TGSH4254,SEBI1553,0.139
TGSH4254,SEBI1554,0.282
TGSH4254,SEBI1555,0.426
TGSH4254,SEBI1556,0.043
TGSH4254,SEBI1557,0.187
TGSH4254,SEBI1558,0
TGSH4254,SEBI1559,0.33
TGSH4254,SEBI1560,0.139
TGSH4254,SEBI1561,0.33
TGSH4254,SEBI1562,0
TGSH4254,SEBI1563,0
TGSH4254,SEBI1564,0.187
TGSH4254,SEBI1565,0.043
TGSH4254,SEBI1566,0.282
TGSH4254,SEBI1567,0.139
TGSH4254,SEBI1568,0.091
TGSH4254,SEBI1569,0.187
TGSH4254,SEBI1570,0
TGSH4254,SEBI1571,0.282
TGSH4254,SEBI1572,0.235
TGSH4254,SEBI1573,0.139
TGSH4254,SEBI1574,0.33
TGSH4254,SEBI1575,0.33
TGSH4254,SEBI1576,0.043
TGSH4254,SEBI1577,0.378
TGSH4254,SEBI1578,0
TGSH4254,SEBI1579,0.187
TGSH4254,SEBI1580,0.187
TGSH4254,SEBI1581,0.235
TGSH4254,SEBI1582,0.187
TGSH4254,SEBI1583,0.235
TGSH4254,SEBI1584,0.33
TGSH4254,SEBI1585,0.139
TGSH4254,SEBI1586,0.378
TGSH4254,SEBI1587,0.378
TGSH4254,SEBI1588,0.043
TGSH4254,SEBI1589,0.474
TGSH4254,SEBI1590,0.282
TGSH4254,SEBI1591,0.091
TGSH4254,SEBI1592,0.187
TGSH4254,Phem4,0.235
TGSH4254,Phem5,0.33
TGSH4254,Phem6,0.235
TGSH4254,Phem7,0.235
TGSH4254,AMAN030929,0.235
TGSH4254,AMAN030930,0
TGSH4254,AMAN030931,0.235
TGSH4254,AMAN030932,0.33
TGSH4254,AMAN030933,0.378
TGSH4254,AMAN030934,0.187
TGSH4254,AMAN030935,0
TGSH4254,AMAN030936,0.426
TGSH4254,AMAN030937,0.569
TGSH4254,AMAN030938,0.187
TGSH4254,AMAN030939,0.235
TGSH4254,AMAN030940,0.187
TGSH4254,AMAN030941,0
TGSH4254,AMAN030942,0
TGSH4254,AMAN030943,0.522
TGSH4254,AMAN030944,0.474
TGSH4254,AMAN030945,0.187
TGSH4254,AMAN030946,0.474
TGSH4254,AMAN030947,0.426
TGSH4254,AMAN030948,0
TGSH4254,AMAN030949,0
TGSH4254,AMAN030950,0.043
TGSH4254,AMAN030951,0
TGSH4254,AMAN030952,0
TGSH4254,AMAN030953,0.33
TGSH4254,AMAN030954,0
TGSH4254,AMAN030955,0
TGSH4254,AMAN030956,0.522
TGSH4254,AMAN030957,0.378
TGSH4254,AMAN030958,0.378
TGSH4254,AMAN030959,0
TGSH4254,AMAN030960,0
TGSH4254,AMAN030961,0.522
TGSH4254,AMAN030962,0
TGSH4254,AMAN030963,0
TGSH4254,AMAN030964,0.282
TGSH4254,AMAN030965,0
TGSH4254,AMAN030966,0.091
TGSH4254,AMAN030967,0.474
TGSH4254,AMAN030968,0.378
TGSH4254,AMAN030969,0.282
TGSH4254,AMAN030970,0
TGSH4254,AMAN030971,0
TGSH4254,AMAN030972,0
TGSH4254,AMAN030973,0
TGSH4254,AMAN030974,0
TGSH4254,AMAN030975,0
TGSH4254,AMAN030976,0.091
TGSH4254,AMAN030977,0.139
TGSH4254,AMAN030978,0
TGSH4254,AMAN030979,0
TGSH4254,AMAN030980,0
TGSH4254,AMAN030981,0
TGSH4254,AMAN030982,0
TGSH4254,AMAN030983,0
TGSH4254,AMAN030984,0.187
TGSH4254,AMAN030985,0.235
TGSH4254,AMAN030986,0.187
TGSH4254,AMAN030987,0.187
TGSH4254,AMAN030988,0.187
TGSH4254,AMAN030989,0.187
TGSH4254,AMAN030990,0.187
TGSH4254,AMAN030991,0.187
TGSH4254,AMAN030992,0.187
TGSH4254,AMAN030993,0.187
TGSH4254,AMAN030994,0.187
TGSH4254,AMAN030995,0.235
TGSH4254,AMAN030996,0.187
TGSH4254,AMAN030997,0.187
TGSH4254,AMAN030998,0.139
TGSH4254,AMAN030999,0.187
TGSH4254,AMAN031000,0.187
TGSH4254,AMAN031001,0.091
TGSH4254,AMAN031002,0.139
TGSH4254,AMAN031003,0.091
TGSH4254,AMAN031004,0.187
TGSH4254,AMAN031005,0.187
TGSH4254,AMAN031006,0
TGSH4254,AMAN031007,0.187
TGSH4254,AMAN031008,0.187
TGSH4254,AMAN031009,0.187
TGSH4254,AMAN031010,0.187
TGSH4254,AMAN031011,0.187
TGSH4254,AMAN031012,0.235
TGSH4254,AMAN031013,0.187
TGSH4254,AMAN031014,0.187
TGSH4254,AMAN031015,0.187
TGSH4254,AMAN031016,0.187
TGSH4254,AMAN031017,0
TGSH4254,AMAN031018,0.043
TGSH4254,AMAN031019,0
TGSH4254,AMAN031020,0
TGSH4254,Phem1,0
TGSH4254,Phem2,0.378
TGSH4254,Phem3,0.522
TGSH4255,TGSH4256,0.474
TGSH4255,TGSH4257,0
TGSH4255,TGSH4258,0.426
TGSH4255,SILR5500,0.091
TGSH4255,SILR5501,0.091
TGSH4255,SILR5502,0.235
TGSH4255,SILR5503,0.139
TGSH4255,SILR5504,0.33
TGSH4255,SILR5505,0.235
TGSH4255,SILR5506,0.187
TGSH4255,SILR5507,0.235
TGSH4255,SILR5508,0.139
TGSH4255,SILR5509,0
TGSH4255,SILR5510,0.139
TGSH4255,SILR5511,0.282
TGSH4255,SILR5512,0
TGSH4255,SILR5513,0.282
TGSH4255,SILR5514,0.282
TGSH4255,SILR5515,0
TGSH4255,SILR5516,0.091
TGSH4255,SILR5517,0.282
TGSH4255,SILR5518,0.139
TGSH4255,SILR5519,0.282
TGSH4255,SILR5520,0.282
TGSH4255,SILR5521,0.282
TGSH4255,Phem12,0.187
TGSH4255,Phem13,0.187
TGSH4255,Phem14,0.33
TGSH4255,Phem15,0.139
TGSH4255,DILE6074,0.474
TGSH4255,DILE6076,0.235
TGSH4255,DILE6076,0.235
TGSH4255,DILE6078,0.378
TGSH4255,DILE6079,0
TGSH4255,DILE6080,0
TGSH4255,DILE6081,0.378
TGSH4255,DILE6082,0.378
TGSH4255,DILE6083,0.187
TGSH4255,DILE6084,0.139
TGSH4255,DILE6085,0.474
TGSH4255,DILE6086,0.235
TGSH4255,DILE6087,0.378
TGSH4255,DILE6088,0
TGSH4255,DILE6089,0
TGSH4255,DILE6090,0.282
TGSH4255,DILE6091,0.33
TGSH4255,DILE6092,0.474
TGSH4255,DILE6093,0.522
TGSH4255,DILE6094,0.378
TGSH4255,DILE6095,0.235
TGSH4255,DILE6096,0
TGSH4255,DILE6097,0
TGSH4255,DILE6098,0.378
TGSH4255,DILE6099,0.33
TGSH4255,DILE6071,0.378
TGSH4255,DILE6072,0.378
TGSH4255,DILE6073,0
TGSH4255,AMWO031582,0
TGSH4255,AMWO031583,0.187
TGSH4255,AMWO031584,0.282
TGSH4255,AMWO031585,0.378
TGSH4255,AMWO031586,0.426
TGSH4255,AMWO031587,0.33
TGSH4255,DILE6100,0
TGSH4255,GAAB2301,0.043
TGSH4255,GAAB2302,0.043
TGSH4255,GAAB2303,0.043
TGSH4255,GAAB2304,0.282
TGSH4255,GAAB2305,0.187
TGSH4255,GAAB2306,0.33
TGSH4255,GAAB2307,0.474
TGSH4255,GAAB2308,0.187
TGSH4255,GAAB2309,0.569
TGSH4255,GAAB2310,0
TGSH4255,GAAB2311,0
TGSH4255,GAAB2312,0.187
TGSH4255,SNDI071886,0
TGSH4255,SNDI071887,0.187
TGSH4255,SNDI071888,0.235
TGSH4255,SNDI071889,0.282
TGSH4255,SNDI071891,0.091
TGSH4255,SNDI071892,0.091
TGSH4255,SNDI071893,0.282
TGSH4255,SNDI071894,0.33
TGSH4255,SNDI071895,0.091
TGSH4255,SNDI071896,0.282
TGSH4255,SNDI071897,0
TGSH4255,SNDI071898,0.187
TGSH4255,SNDI071899,0.235
TGSH4255,SNDI071900,0
TGSH4255,SNDI071901,0.091
TGSH4255,SNDI071902,0.33
TGSH4255,SNDI071903,0.378
TGSH4255,SNDI071904,0.139
TGSH4255,SNDI071905,0
TGSH4255,SNDI071906,0.187
TGSH4255,SNDI071907,0.33
TGSH4255,SNDI071908,0.235
TGSH4255,SNDI071909,0.33
TGSH4255,SNDI071910,0.235
TGSH4255,TGYE3689,0.474
TGSH4255,TGYE3690,0.522
TGSH4255,TGYE3691,0.426
TGSH4255,TGYE3692,0.043
TGSH4255,TGYE3693,0.569
TGSH4255,TGYE3694,0.139
TGSH4255,TGYE3695,0.569
TGSH4255,TGYE3696,0.282
TGSH4255,TGYE3697,0.33
TGSH4255,TGYE3698,0.426
TGSH4255,TGYE3699,0.378
TGSH4255,TGYE3700,0.426
TGSH4255,TGYE3701,0.33
TGSH4255,TGYE3702,0.235
TGSH4255,TGYE3703,0.139
TGSH4255,TGYE3704,0.761
TGSH4255,TGYE3705,0.043
TGSH4255,TGYE3706,0.043
TGSH4255,TGYE3707,0.091
TGSH4255,TGYE3708,0.569
TGSH4255,TGYE3709,0.474
TGSH4255,TGYE3710,0
TGSH4255,Phem8,0.33
TGSH4255,Phem9,0
TGSH4255,Phem10,0.282
TGSH4255,Phem11,0.282
TGSH4255,SEBI1501,0
TGSH4255,SEBI1502,0
TGSH4255,SEBI1503,0
TGSH4255,SEBI1504,0.139
TGSH4255,SEBI1505,0
TGSH4255,SEBI1506,0.426
TGSH4255,SEBI1507,0.187
TGSH4255,SEBI1508,0.187
TGSH4255,SEBI1509,0.282
TGSH4255,SEBI1510,0
TGSH4255,SEBI1511,0.139
TGSH4255,SEBI1512,0.091
TGSH4255,SEBI1513,0.139
TGSH4255,SEBI1514,0.522
TGSH4255,SEBI1515,0.091
TGSH4255,SEBI1516,0.043
TGSH4255,SEBI1517,0
TGSH4255,SEBI1518,0.091
TGSH4255,SEBI1519,0
TGSH4255,SEBI1520,0.235
TGSH4255,SEBI1521,0.091
TGSH4255,SEBI1522,0.043
TGSH4255,SEBI1523,0.235
TGSH4255,SEBI1524,0.043
TGSH4255,SEBI1525,0
TGSH4255,SEBI1526,0.282
TGSH4255,SEBI1527,0.235
TGSH4255,SEBI1528,0
TGSH4255,SEBI1529,0
TGSH4255,SEBI1530,0.187
TGSH4255,SEBI1531,0.139
TGSH4255,SEBI1532,0.091
TGSH4255,SEBI1533,0.235
TGSH4255,SEBI1534,0
TGSH4255,SEBI1535,0.235
TGSH4255,SEBI1536,0.569
TGSH4255,SEBI1537,0.235
TGSH4255,SEBI1538,0.139
TGSH4255,SEBI1539,0.33
TGSH4255,SEBI1540,0.187
TGSH4255,SEBI1541,0.091
TGSH4255,SEBI1542,0
TGSH4255,SEBI1543,0.426
TGSH4255,SEBI1544,0.426
TGSH4255,SEBI1545,0.139
TGSH4255,SEBI1546,0.282
TGSH4255,SEBI1547,0
TGSH4255,SEBI1548,0.187
TGSH4255,SEBI1549,0.235
TGSH4255,SEBI1550,0.282
TGSH4255,SEBI1551,0.187
TGSH4255,SEBI1552,0.139
TGSH4255,SEBI1553,0.378
TGSH4255,SEBI1554,0.235
TGSH4255,SEBI1555,0.282
TGSH4255,SEBI1556,0.569
TGSH4255,SEBI1557,0.043
TGSH4255,SEBI1558,0.139
TGSH4255,SEBI1559,0.187
TGSH4255,SEBI1560,0.091
TGSH4255,SEBI1561,0.091
TGSH4255,SEBI1562,0
TGSH4255,SEBI1563,0
TGSH4255,SEBI1564,0.043
TGSH4255,SEBI1565,0.282
TGSH4255,SEBI1566,0.139
TGSH4255,SEBI1567,0
TGSH4255,SEBI1568,0.139
TGSH4255,SEBI1569,0.139
TGSH4255,SEBI1570,0
TGSH4255,SEBI1571,0.139
TGSH4255,SEBI1572,0.091
TGSH4255,SEBI1573,0.282
TGSH4255,SEBI1574,0.091
