p1,p2,ibd1
GAAB2310,AMAN030978,0.139
GAAB2310,AMAN030979,0
GAAB2310,AMAN030980,0
GAAB2310,AMAN030981,0.139
GAAB2310,AMAN030982,0
GAAB2310,AMAN030983,0
GAAB2310,AMAN030984,0
GAAB2310,AMAN030985,0
GAAB2310,AMAN030986,0
GAAB2310,AMAN030987,0
GAAB2310,AMAN030988,0
GAAB2310,AMAN030989,0
GAAB2310,AMAN030990,0
GAAB2310,AMAN030991,0
GAAB2310,AMAN030992,0
GAAB2310,AMAN030993,0
GAAB2310,AMAN030994,0.139
GAAB2310,AMAN030995,0.091
GAAB2310,AMAN030996,0.139
GAAB2310,AMAN030997,0.139
GAAB2310,AMAN030998,0.187
GAAB2310,AMAN030999,0.139
GAAB2310,AMAN031000,0.139
GAAB2310,AMAN031001,0
GAAB2310,AMAN031002,0
GAAB2310,AMAN031003,0
GAAB2310,AMAN031004,0.043
GAAB2310,AMAN031005,0.043
GAAB2310,AMAN031006,0
GAAB2310,AMAN031007,0.043
GAAB2310,AMAN031008,0.043
GAAB2310,AMAN031009,0.043
GAAB2310,AMAN031010,0.043
GAAB2310,AMAN031011,0.043
GAAB2310,AMAN031012,0
GAAB2310,AMAN031013,0.043
GAAB2310,AMAN031014,0.043
GAAB2310,AMAN031015,0.043
GAAB2310,AMAN031016,0.043
GAAB2310,AMAN031017,0
GAAB2310,AMAN031018,0
GAAB2310,AMAN031019,0
GAAB2310,AMAN031020,0
GAAB2310,Phem1,0
GAAB2310,Phem2,0
GAAB2310,Phem3,0
GAAB2311,GAAB2312,0.091
GAAB2311,SNDI071886,0
GAAB2311,SNDI071887,0
GAAB2311,SNDI071888,0.043
GAAB2311,SNDI071889,0
GAAB2311,SNDI071891,0
GAAB2311,SNDI071892,0
GAAB2311,SNDI071893,0
GAAB2311,SNDI071894,0
GAAB2311,SNDI071895,0
GAAB2311,SNDI071896,0
GAAB2311,SNDI071897,0
GAAB2311,SNDI071898,0.091
GAAB2311,SNDI071899,0
GAAB2311,SNDI071900,0
GAAB2311,SNDI071901,0
GAAB2311,SNDI071902,0.043
GAAB2311,SNDI071903,0
GAAB2311,SNDI071904,0.139
GAAB2311,SNDI071905,0
GAAB2311,SNDI071906,0.187
GAAB2311,SNDI071907,0
GAAB2311,SNDI071908,0
GAAB2311,SNDI071909,0
GAAB2311,SNDI071910,0
GAAB2311,TGYE3689,0.091
GAAB2311,TGYE3690,0
GAAB2311,TGYE3691,0
GAAB2311,TGYE3692,0.426
GAAB2311,TGYE3693,0
GAAB2311,TGYE3694,0.235
GAAB2311,TGYE3695,0
GAAB2311,TGYE3696,0
GAAB2311,TGYE3697,0
GAAB2311,TGYE3698,0.139
GAAB2311,TGYE3699,0.187
GAAB2311,TGYE3700,0.043
GAAB2311,TGYE3701,0
GAAB2311,TGYE3702,0.426
GAAB2311,TGYE3703,0.235
GAAB2311,TGYE3704,0
GAAB2311,TGYE3705,0
GAAB2311,TGYE3706,0
GAAB2311,TGYE3707,0
GAAB2311,TGYE3708,0.187
GAAB2311,TGYE3709,0.187
GAAB2311,TGYE3710,0
GAAB2311,Phem8,0
GAAB2311,Phem9,0
GAAB2311,Phem10,0
GAAB2311,Phem11,0.091
GAAB2311,SEBI1501,0
GAAB2311,SEBI1502,0.043
GAAB2311,SEBI1503,0
GAAB2311,SEBI1504,0
GAAB2311,SEBI1505,0
GAAB2311,SEBI1506,0.139
GAAB2311,SEBI1507,0.187
GAAB2311,SEBI1508,0
GAAB2311,SEBI1509,0
GAAB2311,SEBI1510,0
GAAB2311,SEBI1511,0
GAAB2311,SEBI1512,0
GAAB2311,SEBI1513,0.33
GAAB2311,SEBI1514,0
GAAB2311,SEBI1515,0.187
GAAB2311,SEBI1516,0
GAAB2311,SEBI1517,0
GAAB2311,SEBI1518,0
GAAB2311,SEBI1519,0
GAAB2311,SEBI1520,0
GAAB2311,SEBI1521,0
GAAB2311,SEBI1522,0.139
GAAB2311,SEBI1523,0
GAAB2311,SEBI1524,0
GAAB2311,SEBI1525,0.091
GAAB2311,SEBI1526,0
GAAB2311,SEBI1527,0.043
GAAB2311,SEBI1528,0
GAAB2311,SEBI1529,0.187
GAAB2311,SEBI1530,0.282
GAAB2311,SEBI1531,0
GAAB2311,SEBI1532,0
GAAB2311,SEBI1533,0
GAAB2311,SEBI1534,0
GAAB2311,SEBI1535,0
GAAB2311,SEBI1536,0.091
GAAB2311,SEBI1537,0.139
GAAB2311,SEBI1538,0
GAAB2311,SEBI1539,0
GAAB2311,SEBI1540,0
GAAB2311,SEBI1541,0.091
GAAB2311,SEBI1542,0.091
GAAB2311,SEBI1543,0
GAAB2311,SEBI1544,0.043
GAAB2311,SEBI1545,0.043
GAAB2311,SEBI1546,0
GAAB2311,SEBI1547,0
GAAB2311,SEBI1548,0
GAAB2311,SEBI1549,0
GAAB2311,SEBI1550,0
GAAB2311,SEBI1551,0
GAAB2311,SEBI1552,0.139
GAAB2311,SEBI1553,0
GAAB2311,SEBI1554,0.33
GAAB2311,SEBI1555,0
GAAB2311,SEBI1556,0
GAAB2311,SEBI1557,0.043
GAAB2311,SEBI1558,0
GAAB2311,SEBI1559,0
GAAB2311,SEBI1560,0
GAAB2311,SEBI1561,0.187
GAAB2311,SEBI1562,0.235
GAAB2311,SEBI1563,0
GAAB2311,SEBI1564,0
GAAB2311,SEBI1565,0
GAAB2311,SEBI1566,0.043
GAAB2311,SEBI1567,0.378
GAAB2311,SEBI1568,0.043
GAAB2311,SEBI1569,0.139
GAAB2311,SEBI1570,0.235
GAAB2311,SEBI1571,0.235
GAAB2311,SEBI1572,0
GAAB2311,SEBI1573,0.091
GAAB2311,SEBI1574,0
GAAB2311,SEBI1575,0
GAAB2311,SEBI1576,0.091
GAAB2311,SEBI1577,0
GAAB2311,SEBI1578,0
GAAB2311,SEBI1579,0
GAAB2311,SEBI1580,0
GAAB2311,SEBI1581,0
GAAB2311,SEBI1582,0
GAAB2311,SEBI1583,0.091
GAAB2311,SEBI1584,0
GAAB2311,SEBI1585,0
GAAB2311,SEBI1586,0.043
GAAB2311,SEBI1587,0.043
GAAB2311,SEBI1588,0.091
GAAB2311,SEBI1589,0.043
GAAB2311,SEBI1590,0.043
GAAB2311,SEBI1591,0
GAAB2311,SEBI1592,0
GAAB2311,Phem4,0
GAAB2311,Phem5,0.091
GAAB2311,Phem6,0.187
GAAB2311,Phem7,0
GAAB2311,AMAN030929,0
GAAB2311,AMAN030930,0
GAAB2311,AMAN030931,0
GAAB2311,AMAN030932,0.187
GAAB2311,AMAN030933,0
GAAB2311,AMAN030934,0
GAAB2311,AMAN030935,0
GAAB2311,AMAN030936,0
GAAB2311,AMAN030937,0.043
GAAB2311,AMAN030938,0.139
GAAB2311,AMAN030939,0.091
GAAB2311,AMAN030940,0.139
GAAB2311,AMAN030941,0
GAAB2311,AMAN030942,0
GAAB2311,AMAN030943,0.187
GAAB2311,AMAN030944,0.043
GAAB2311,AMAN030945,0.235
GAAB2311,AMAN030946,0.043
GAAB2311,AMAN030947,0.091
GAAB2311,AMAN030948,0
GAAB2311,AMAN030949,0
GAAB2311,AMAN030950,0
GAAB2311,AMAN030951,0
GAAB2311,AMAN030952,0
GAAB2311,AMAN030953,0
GAAB2311,AMAN030954,0
GAAB2311,AMAN030955,0
GAAB2311,AMAN030956,0
GAAB2311,AMAN030957,0.043
GAAB2311,AMAN030958,0.043
GAAB2311,AMAN030959,0
GAAB2311,AMAN030960,0.043
GAAB2311,AMAN030961,0.091
GAAB2311,AMAN030962,0
GAAB2311,AMAN030963,0
GAAB2311,AMAN030964,0
GAAB2311,AMAN030965,0
GAAB2311,AMAN030966,0
GAAB2311,AMAN030967,0
GAAB2311,AMAN030968,0
GAAB2311,AMAN030969,0
GAAB2311,AMAN030970,0
GAAB2311,AMAN030971,0
GAAB2311,AMAN030972,0
GAAB2311,AMAN030973,0
GAAB2311,AMAN030974,0.043
GAAB2311,AMAN030975,0
GAAB2311,AMAN030976,0
GAAB2311,AMAN030977,0
GAAB2311,AMAN030978,0
GAAB2311,AMAN030979,0
GAAB2311,AMAN030980,0
GAAB2311,AMAN030981,0.139
GAAB2311,AMAN030982,0
GAAB2311,AMAN030983,0
GAAB2311,AMAN030984,0
GAAB2311,AMAN030985,0
GAAB2311,AMAN030986,0
GAAB2311,AMAN030987,0
GAAB2311,AMAN030988,0
GAAB2311,AMAN030989,0
GAAB2311,AMAN030990,0
GAAB2311,AMAN030991,0
GAAB2311,AMAN030992,0
GAAB2311,AMAN030993,0
GAAB2311,AMAN030994,0
GAAB2311,AMAN030995,0
GAAB2311,AMAN030996,0
GAAB2311,AMAN030997,0
GAAB2311,AMAN030998,0.091
GAAB2311,AMAN030999,0
GAAB2311,AMAN031000,0
GAAB2311,AMAN031001,0
GAAB2311,AMAN031002,0
GAAB2311,AMAN031003,0
GAAB2311,AMAN031004,0
GAAB2311,AMAN031005,0
GAAB2311,AMAN031006,0
GAAB2311,AMAN031007,0
GAAB2311,AMAN031008,0
GAAB2311,AMAN031009,0
GAAB2311,AMAN031010,0
GAAB2311,AMAN031011,0
GAAB2311,AMAN031012,0
GAAB2311,AMAN031013,0
GAAB2311,AMAN031014,0
GAAB2311,AMAN031015,0
GAAB2311,AMAN031016,0
GAAB2311,AMAN031017,0
GAAB2311,AMAN031018,0
GAAB2311,AMAN031019,0
GAAB2311,AMAN031020,0
GAAB2311,Phem1,0
GAAB2311,Phem2,0.043
GAAB2311,Phem3,0
GAAB2312,SNDI071886,0
GAAB2312,SNDI071887,0.043
GAAB2312,SNDI071888,0.187
GAAB2312,SNDI071889,0.043
GAAB2312,SNDI071891,0
GAAB2312,SNDI071892,0
GAAB2312,SNDI071893,0.235
GAAB2312,SNDI071894,0.187
GAAB2312,SNDI071895,0
GAAB2312,SNDI071896,0.139
GAAB2312,SNDI071897,0
GAAB2312,SNDI071898,0.043
GAAB2312,SNDI071899,0
GAAB2312,SNDI071900,0.139
GAAB2312,SNDI071901,0.235
GAAB2312,SNDI071902,0.091
GAAB2312,SNDI071903,0.33
GAAB2312,SNDI071904,0
GAAB2312,SNDI071905,0
GAAB2312,SNDI071906,0.043
GAAB2312,SNDI071907,0
GAAB2312,SNDI071908,0.091
GAAB2312,SNDI071909,0.091
GAAB2312,SNDI071910,0
GAAB2312,TGYE3689,0.043
GAAB2312,TGYE3690,0
GAAB2312,TGYE3691,0.282
GAAB2312,TGYE3692,0.282
GAAB2312,TGYE3693,0.043
GAAB2312,TGYE3694,0.282
GAAB2312,TGYE3695,0.139
GAAB2312,TGYE3696,0
GAAB2312,TGYE3697,0
GAAB2312,TGYE3698,0.091
GAAB2312,TGYE3699,0.235
GAAB2312,TGYE3700,0.378
GAAB2312,TGYE3701,0
GAAB2312,TGYE3702,0.282
GAAB2312,TGYE3703,0.187
GAAB2312,TGYE3704,0.139
GAAB2312,TGYE3705,0.091
GAAB2312,TGYE3706,0.091
GAAB2312,TGYE3707,0.043
GAAB2312,TGYE3708,0.426
GAAB2312,TGYE3709,0.33
GAAB2312,TGYE3710,0
GAAB2312,Phem8,0
GAAB2312,Phem9,0
GAAB2312,Phem10,0
GAAB2312,Phem11,0
GAAB2312,SEBI1501,0
GAAB2312,SEBI1502,0.091
GAAB2312,SEBI1503,0
GAAB2312,SEBI1504,0
GAAB2312,SEBI1505,0
GAAB2312,SEBI1506,0.474
GAAB2312,SEBI1507,0.33
GAAB2312,SEBI1508,0
GAAB2312,SEBI1509,0
GAAB2312,SEBI1510,0
GAAB2312,SEBI1511,0.091
GAAB2312,SEBI1512,0
GAAB2312,SEBI1513,0.187
GAAB2312,SEBI1514,0.187
GAAB2312,SEBI1515,0.043
GAAB2312,SEBI1516,0.187
GAAB2312,SEBI1517,0
GAAB2312,SEBI1518,0
GAAB2312,SEBI1519,0
GAAB2312,SEBI1520,0.187
GAAB2312,SEBI1521,0.139
GAAB2312,SEBI1522,0
GAAB2312,SEBI1523,0.378
GAAB2312,SEBI1524,0
GAAB2312,SEBI1525,0.043
GAAB2312,SEBI1526,0.235
GAAB2312,SEBI1527,0
GAAB2312,SEBI1528,0.569
GAAB2312,SEBI1529,0.043
GAAB2312,SEBI1530,0.33
GAAB2312,SEBI1531,0
GAAB2312,SEBI1532,0
GAAB2312,SEBI1533,0.091
GAAB2312,SEBI1534,0.235
GAAB2312,SEBI1535,0
GAAB2312,SEBI1536,0.33
GAAB2312,SEBI1537,0.282
GAAB2312,SEBI1538,0
GAAB2312,SEBI1539,0
GAAB2312,SEBI1540,0.235
GAAB2312,SEBI1541,0.139
GAAB2312,SEBI1542,0.043
GAAB2312,SEBI1543,0
GAAB2312,SEBI1544,0.091
GAAB2312,SEBI1545,0
GAAB2312,SEBI1546,0
GAAB2312,SEBI1547,0
GAAB2312,SEBI1548,0.043
GAAB2312,SEBI1549,0
GAAB2312,SEBI1550,0
GAAB2312,SEBI1551,0
GAAB2312,SEBI1552,0.091
GAAB2312,SEBI1553,0
GAAB2312,SEBI1554,0.378
GAAB2312,SEBI1555,0
GAAB2312,SEBI1556,0.235
GAAB2312,SEBI1557,0.091
GAAB2312,SEBI1558,0
GAAB2312,SEBI1559,0
GAAB2312,SEBI1560,0.139
GAAB2312,SEBI1561,0.043
GAAB2312,SEBI1562,0
GAAB2312,SEBI1563,0
GAAB2312,SEBI1564,0.091
GAAB2312,SEBI1565,0
GAAB2312,SEBI1566,0.282
GAAB2312,SEBI1567,0
GAAB2312,SEBI1568,0.187
GAAB2312,SEBI1569,0.282
GAAB2312,SEBI1570,0
GAAB2312,SEBI1571,0.282
GAAB2312,SEBI1572,0.139
GAAB2312,SEBI1573,0.426
GAAB2312,SEBI1574,0
GAAB2312,SEBI1575,0.043
GAAB2312,SEBI1576,0
GAAB2312,SEBI1577,0.091
GAAB2312,SEBI1578,0.187
GAAB2312,SEBI1579,0
GAAB2312,SEBI1580,0
GAAB2312,SEBI1581,0.139
GAAB2312,SEBI1582,0
GAAB2312,SEBI1583,0.235
GAAB2312,SEBI1584,0.426
GAAB2312,SEBI1585,0
GAAB2312,SEBI1586,0
GAAB2312,SEBI1587,0.187
GAAB2312,SEBI1588,0.617
GAAB2312,SEBI1589,0.091
GAAB2312,SEBI1590,0.187
GAAB2312,SEBI1591,0.282
GAAB2312,SEBI1592,0
GAAB2312,Phem4,0
GAAB2312,Phem5,0
GAAB2312,Phem6,0.235
GAAB2312,Phem7,0
GAAB2312,AMAN030929,0.426
GAAB2312,AMAN030930,0
GAAB2312,AMAN030931,0
GAAB2312,AMAN030932,0.33
GAAB2312,AMAN030933,0.187
GAAB2312,AMAN030934,0.282
GAAB2312,AMAN030935,0
GAAB2312,AMAN030936,0
GAAB2312,AMAN030937,0.187
GAAB2312,AMAN030938,0.569
GAAB2312,AMAN030939,0.235
GAAB2312,AMAN030940,0.282
GAAB2312,AMAN030941,0.522
GAAB2312,AMAN030942,0.426
GAAB2312,AMAN030943,0.139
GAAB2312,AMAN030944,0
GAAB2312,AMAN030945,0.569
GAAB2312,AMAN030946,0
GAAB2312,AMAN030947,0
GAAB2312,AMAN030948,0
GAAB2312,AMAN030949,0
GAAB2312,AMAN030950,0
GAAB2312,AMAN030951,0
GAAB2312,AMAN030952,0
GAAB2312,AMAN030953,0.043
GAAB2312,AMAN030954,0
GAAB2312,AMAN030955,0
GAAB2312,AMAN030956,0
GAAB2312,AMAN030957,0
GAAB2312,AMAN030958,0
GAAB2312,AMAN030959,0
GAAB2312,AMAN030960,0
GAAB2312,AMAN030961,0.043
GAAB2312,AMAN030962,0
GAAB2312,AMAN030963,0
GAAB2312,AMAN030964,0
GAAB2312,AMAN030965,0
GAAB2312,AMAN030966,0
GAAB2312,AMAN030967,0
GAAB2312,AMAN030968,0
GAAB2312,AMAN030969,0.091
GAAB2312,AMAN030970,0
GAAB2312,AMAN030971,0.187
GAAB2312,AMAN030972,0
GAAB2312,AMAN030973,0
GAAB2312,AMAN030974,0
GAAB2312,AMAN030975,0
GAAB2312,AMAN030976,0.187
GAAB2312,AMAN030977,0.139
GAAB2312,AMAN030978,0
GAAB2312,AMAN030979,0
GAAB2312,AMAN030980,0
GAAB2312,AMAN030981,0.091
GAAB2312,AMAN030982,0
GAAB2312,AMAN030983,0
GAAB2312,AMAN030984,0
GAAB2312,AMAN030985,0.043
GAAB2312,AMAN030986,0
GAAB2312,AMAN030987,0
GAAB2312,AMAN030988,0
GAAB2312,AMAN030989,0
GAAB2312,AMAN030990,0
GAAB2312,AMAN030991,0
GAAB2312,AMAN030992,0
GAAB2312,AMAN030993,0
GAAB2312,AMAN030994,0.091
GAAB2312,AMAN030995,0.043
GAAB2312,AMAN030996,0.091
GAAB2312,AMAN030997,0.091
GAAB2312,AMAN030998,0.33
GAAB2312,AMAN030999,0.091
GAAB2312,AMAN031000,0.091
GAAB2312,AMAN031001,0
GAAB2312,AMAN031002,0
GAAB2312,AMAN031003,0
GAAB2312,AMAN031004,0.187
GAAB2312,AMAN031005,0.187
GAAB2312,AMAN031006,0
GAAB2312,AMAN031007,0.187
GAAB2312,AMAN031008,0.187
GAAB2312,AMAN031009,0.187
GAAB2312,AMAN031010,0.187
GAAB2312,AMAN031011,0.187
GAAB2312,AMAN031012,0.139
GAAB2312,AMAN031013,0.187
GAAB2312,AMAN031014,0.187
GAAB2312,AMAN031015,0.187
GAAB2312,AMAN031016,0.187
GAAB2312,AMAN031017,0.282
GAAB2312,AMAN031018,0.33
GAAB2312,AMAN031019,0.043
GAAB2312,AMAN031020,0
GAAB2312,Phem1,0
GAAB2312,Phem2,0.187
GAAB2312,Phem3,0
SNDI071886,SNDI071887,0
SNDI071886,SNDI071888,0
SNDI071886,SNDI071889,0
SNDI071886,SNDI071891,0
SNDI071886,SNDI071892,0
SNDI071886,SNDI071893,0
SNDI071886,SNDI071894,0
SNDI071886,SNDI071895,0
SNDI071886,SNDI071896,0
SNDI071886,SNDI071897,0
SNDI071886,SNDI071898,0
SNDI071886,SNDI071899,0
SNDI071886,SNDI071900,0
SNDI071886,SNDI071901,0
SNDI071886,SNDI071902,0
SNDI071886,SNDI071903,0
SNDI071886,SNDI071904,0
SNDI071886,SNDI071905,0
SNDI071886,SNDI071906,0
SNDI071886,SNDI071907,0
SNDI071886,SNDI071908,0
SNDI071886,SNDI071909,0
SNDI071886,SNDI071910,0
SNDI071886,TGYE3689,0
SNDI071886,TGYE3690,0
SNDI071886,TGYE3691,0
SNDI071886,TGYE3692,0
SNDI071886,TGYE3693,0
SNDI071886,TGYE3694,0
SNDI071886,TGYE3695,0
SNDI071886,TGYE3696,0
SNDI071886,TGYE3697,0
SNDI071886,TGYE3698,0
SNDI071886,TGYE3699,0
SNDI071886,TGYE3700,0
SNDI071886,TGYE3701,0
SNDI071886,TGYE3702,0
SNDI071886,TGYE3703,0
SNDI071886,TGYE3704,0
SNDI071886,TGYE3705,0
SNDI071886,TGYE3706,0
SNDI071886,TGYE3707,0
SNDI071886,TGYE3708,0
SNDI071886,TGYE3709,0
SNDI071886,TGYE3710,0
SNDI071886,Phem8,0
SNDI071886,Phem9,0
SNDI071886,Phem10,0
SNDI071886,Phem11,0
SNDI071886,SEBI1501,0
SNDI071886,SEBI1502,0
SNDI071886,SEBI1503,0
SNDI071886,SEBI1504,0
SNDI071886,SEBI1505,1
SNDI071886,SEBI1506,0
SNDI071886,SEBI1507,0
SNDI071886,SEBI1508,0
SNDI071886,SEBI1509,0
SNDI071886,SEBI1510,0
SNDI071886,SEBI1511,0
SNDI071886,SEBI1512,0
SNDI071886,SEBI1513,0
SNDI071886,SEBI1514,0
SNDI071886,SEBI1515,0
SNDI071886,SEBI1516,0
SNDI071886,SEBI1517,1
SNDI071886,SEBI1518,0
SNDI071886,SEBI1519,1
SNDI071886,SEBI1520,0
SNDI071886,SEBI1521,0
SNDI071886,SEBI1522,0
SNDI071886,SEBI1523,0
SNDI071886,SEBI1524,0
SNDI071886,SEBI1525,0
SNDI071886,SEBI1526,0
SNDI071886,SEBI1527,0
SNDI071886,SEBI1528,0
SNDI071886,SEBI1529,0
SNDI071886,SEBI1530,0
SNDI071886,SEBI1531,0
SNDI071886,SEBI1532,0
SNDI071886,SEBI1533,0
SNDI071886,SEBI1534,0
SNDI071886,SEBI1535,0
SNDI071886,SEBI1536,0
SNDI071886,SEBI1537,0
SNDI071886,SEBI1538,0
SNDI071886,SEBI1539,0
SNDI071886,SEBI1540,0
SNDI071886,SEBI1541,0
SNDI071886,SEBI1542,0
SNDI071886,SEBI1543,0
SNDI071886,SEBI1544,0
SNDI071886,SEBI1545,0
SNDI071886,SEBI1546,0
SNDI071886,SEBI1547,0
SNDI071886,SEBI1548,0
SNDI071886,SEBI1549,0
SNDI071886,SEBI1550,0
SNDI071886,SEBI1551,0
SNDI071886,SEBI1552,0
SNDI071886,SEBI1553,0
SNDI071886,SEBI1554,0
SNDI071886,SEBI1555,0
SNDI071886,SEBI1556,0
SNDI071886,SEBI1557,0
SNDI071886,SEBI1558,0
SNDI071886,SEBI1559,0
SNDI071886,SEBI1560,0
SNDI071886,SEBI1561,0
SNDI071886,SEBI1562,0
SNDI071886,SEBI1563,0
SNDI071886,SEBI1564,0
SNDI071886,SEBI1565,0
SNDI071886,SEBI1566,0
SNDI071886,SEBI1567,0
SNDI071886,SEBI1568,0
SNDI071886,SEBI1569,0
SNDI071886,SEBI1570,0
SNDI071886,SEBI1571,0
SNDI071886,SEBI1572,0
SNDI071886,SEBI1573,0
SNDI071886,SEBI1574,0
SNDI071886,SEBI1575,0
SNDI071886,SEBI1576,0
SNDI071886,SEBI1577,0
SNDI071886,SEBI1578,0
SNDI071886,SEBI1579,0
SNDI071886,SEBI1580,0
SNDI071886,SEBI1581,0
SNDI071886,SEBI1582,0
SNDI071886,SEBI1583,0
SNDI071886,SEBI1584,0
SNDI071886,SEBI1585,0
SNDI071886,SEBI1586,0
SNDI071886,SEBI1587,0
SNDI071886,SEBI1588,0
SNDI071886,SEBI1589,0
SNDI071886,SEBI1590,0
SNDI071886,SEBI1591,0
SNDI071886,SEBI1592,0
SNDI071886,Phem4,0
SNDI071886,Phem5,0
SNDI071886,Phem6,0
SNDI071886,Phem7,0
SNDI071886,AMAN030929,0
SNDI071886,AMAN030930,1
SNDI071886,AMAN030931,0
SNDI071886,AMAN030932,0
SNDI071886,AMAN030933,0
SNDI071886,AMAN030934,0
SNDI071886,AMAN030935,0
SNDI071886,AMAN030936,0
SNDI071886,AMAN030937,0
SNDI071886,AMAN030938,0
SNDI071886,AMAN030939,0
SNDI071886,AMAN030940,0
SNDI071886,AMAN030941,0
SNDI071886,AMAN030942,0
SNDI071886,AMAN030943,0
SNDI071886,AMAN030944,0
SNDI071886,AMAN030945,0
SNDI071886,AMAN030946,0
SNDI071886,AMAN030947,0
SNDI071886,AMAN030948,0
SNDI071886,AMAN030949,0
SNDI071886,AMAN030950,0
SNDI071886,AMAN030951,0
SNDI071886,AMAN030952,0
SNDI071886,AMAN030953,0
SNDI071886,AMAN030954,1
SNDI071886,AMAN030955,1
SNDI071886,AMAN030956,0
SNDI071886,AMAN030957,0
SNDI071886,AMAN030958,0
SNDI071886,AMAN030959,0.043
SNDI071886,AMAN030960,0
SNDI071886,AMAN030961,0
SNDI071886,AMAN030962,1
SNDI071886,AMAN030963,1
SNDI071886,AMAN030964,0
SNDI071886,AMAN030965,0.856
SNDI071886,AMAN030966,0
SNDI071886,AMAN030967,0
SNDI071886,AMAN030968,0
SNDI071886,AMAN030969,0
SNDI071886,AMAN030970,0
SNDI071886,AMAN030971,0
SNDI071886,AMAN030972,0
SNDI071886,AMAN030973,0
SNDI071886,AMAN030974,0
SNDI071886,AMAN030975,0
SNDI071886,AMAN030976,0
SNDI071886,AMAN030977,0
SNDI071886,AMAN030978,0
SNDI071886,AMAN030979,0
SNDI071886,AMAN030980,0
SNDI071886,AMAN030981,0
SNDI071886,AMAN030982,1
SNDI071886,AMAN030983,0
SNDI071886,AMAN030984,0
SNDI071886,AMAN030985,0
SNDI071886,AMAN030986,0
SNDI071886,AMAN030987,0
SNDI071886,AMAN030988,0
SNDI071886,AMAN030989,0
SNDI071886,AMAN030990,0
SNDI071886,AMAN030991,0
SNDI071886,AMAN030992,0
SNDI071886,AMAN030993,0
SNDI071886,AMAN030994,0
SNDI071886,AMAN030995,0
SNDI071886,AMAN030996,0
SNDI071886,AMAN030997,0
SNDI071886,AMAN030998,0
SNDI071886,AMAN030999,0
SNDI071886,AMAN031000,0
SNDI071886,AMAN031001,0
SNDI071886,AMAN031002,0
SNDI071886,AMAN031003,0
SNDI071886,AMAN031004,0
SNDI071886,AMAN031005,0
SNDI071886,AMAN031006,1
SNDI071886,AMAN031007,0
SNDI071886,AMAN031008,0
SNDI071886,AMAN031009,0
SNDI071886,AMAN031010,0
SNDI071886,AMAN031011,0
SNDI071886,AMAN031012,0
SNDI071886,AMAN031013,0
SNDI071886,AMAN031014,0
SNDI071886,AMAN031015,0
SNDI071886,AMAN031016,0
SNDI071886,AMAN031017,0
SNDI071886,AMAN031018,0
SNDI071886,AMAN031019,0
SNDI071886,AMAN031020,0
SNDI071886,Phem1,0
SNDI071886,Phem2,0
SNDI071886,Phem3,0
SNDI071887,SNDI071888,0.282
SNDI071887,SNDI071889,0.043
SNDI071887,SNDI071891,0.33
SNDI071887,SNDI071892,0.33
SNDI071887,SNDI071893,0.522
SNDI071887,SNDI071894,0.378
SNDI071887,SNDI071895,0.33
SNDI071887,SNDI071896,0.713
SNDI071887,SNDI071897,0.474
SNDI071887,SNDI071898,0.522
SNDI071887,SNDI071899,0.378
SNDI071887,SNDI071900,0.522
SNDI071887,SNDI071901,0.33
SNDI071887,SNDI071902,0.665
SNDI071887,SNDI071903,0.713
SNDI071887,SNDI071904,0
SNDI071887,SNDI071905,0.378
SNDI071887,SNDI071906,0.522
SNDI071887,SNDI071907,0.474
SNDI071887,SNDI071908,0.665
SNDI071887,SNDI071909,0.378
SNDI071887,SNDI071910,0.761
SNDI071887,TGYE3689,0.522
SNDI071887,TGYE3690,0
SNDI071887,TGYE3691,0.378
SNDI071887,TGYE3692,0
SNDI071887,TGYE3693,0.617
SNDI071887,TGYE3694,0.282
SNDI071887,TGYE3695,0.522
SNDI071887,TGYE3696,0.713
SNDI071887,TGYE3697,0.665
SNDI071887,TGYE3698,0.569
SNDI071887,TGYE3699,0.33
SNDI071887,TGYE3700,0
SNDI071887,TGYE3701,0.282
SNDI071887,TGYE3702,0.378
SNDI071887,TGYE3703,0
SNDI071887,TGYE3704,0.235
SNDI071887,TGYE3705,0.378
SNDI071887,TGYE3706,0.378
SNDI071887,TGYE3707,0.33
SNDI071887,TGYE3708,0.33
SNDI071887,TGYE3709,0.522
SNDI071887,TGYE3710,0
SNDI071887,Phem8,0.282
SNDI071887,Phem9,0.569
SNDI071887,Phem10,0.426
SNDI071887,Phem11,0.139
SNDI071887,SEBI1501,0.378
SNDI071887,SEBI1502,0.569
SNDI071887,SEBI1503,0.474
SNDI071887,SEBI1504,0.378
SNDI071887,SEBI1505,0
SNDI071887,SEBI1506,0.282
SNDI071887,SEBI1507,0.426
SNDI071887,SEBI1508,0.33
SNDI071887,SEBI1509,0.426
SNDI071887,SEBI1510,0.378
SNDI071887,SEBI1511,0.187
SNDI071887,SEBI1512,0.713
SNDI071887,SEBI1513,0.282
SNDI071887,SEBI1514,0.282
SNDI071887,SEBI1515,0.33
SNDI071887,SEBI1516,0.665
SNDI071887,SEBI1517,0
SNDI071887,SEBI1518,0.522
SNDI071887,SEBI1519,0
SNDI071887,SEBI1520,0.569
SNDI071887,SEBI1521,0.713
SNDI071887,SEBI1522,0
SNDI071887,SEBI1523,0.282
SNDI071887,SEBI1524,0.474
SNDI071887,SEBI1525,0.426
SNDI071887,SEBI1526,0.426
