"p1","p2","ibd1"
"SILR5515","AMAN030948",0
"SILR5515","AMAN030947",0
"SILR5515","AMAN030946",0
"SILR5515","AMAN030945",0
"SILR5515","AMAN030944",0
"SILR5515","AMAN030943",0
"SILR5515","AMAN030942",0
"SILR5515","AMAN030941",0
"SILR5515","AMAN030940",0
"SILR5515","AMAN030939",0.004
"SILR5515","AMAN030938",0
"SILR5515","AMAN030937",0
"SILR5515","AMAN030936",0
"SILR5515","AMAN030935",0.241
"SILR5515","AMAN030934",0
"SILR5515","AMAN030933",0
"SILR5515","AMAN030932",0
"SILR5515","AMAN030931",0.194
"SILR5515","AMAN030930",0
"SILR5515","AMAN030929",0.004
"SILR5515","AFWO3444",0
"SILR5515","AFWO3443",0
"SILR5515","AFWO3442",0
"SILR5515","AFWO3441",0
"SILR5515","AFWO3440",0
"SILR5515","AFWO3439",0
"SILR5515","AFWO3438",0
"SILR5515","AFWO3437",0
"SILR5515","AFWO3436",0
"SILR5515","AFWO3435",0
"SILR5515","AFWO3434",0
"SILR5515","AFWO3433",0
"SILR5515","AFWO3432",0
"SILR5515","AFWO3431",0
"SILR5515","AFWO3430",0
"SILR5515","AFWO3429",0
"SILR5515","AFWO3428",0
"SILR5515","AFWO3427",0
"SILR5515","AFWO3426",0
"SILR5515","AFWO3425",0
"SILR5515","AFWO3424",0
"SILR5515","AFWO3423",0
"SILR5515","AFWO3422",0
"SILR5514","SILR5513",0.336
"SILR5514","SILR5512",0
"SILR5514","SILR5511",0.431
"SILR5514","SILR5510",0.668
"SILR5514","SILR5509",0
"SILR5514","SILR5508",0.004
"SILR5514","SILR5507",0.668
"SILR5514","SILR5506",0.241
"SILR5514","SILR5505",0.668
"SILR5514","SILR5504",0.478
"SILR5514","SILR5503",0.573
"SILR5514","SILR5502",0.763
"SILR5514","SILR5501",0.621
"SILR5514","SILR5500",0.621
"SILR5514","SEBI1592",0.573
"SILR5514","SEBI1591",0.194
"SILR5514","SEBI1590",0.668
"SILR5514","SEBI1589",0.858
"SILR5514","SEBI1588",0
"SILR5514","SEBI1587",0.668
"SILR5514","SEBI1586",0.573
"SILR5514","SEBI1585",0.336
"SILR5514","SEBI1584",0.336
"SILR5514","SEBI1583",0.526
"SILR5514","SEBI1582",0.478
"SILR5514","SEBI1581",0.621
"SILR5514","SEBI1580",0.384
"SILR5514","SEBI1579",0.478
"SILR5514","SEBI1578",0.099
"SILR5514","SEBI1577",0.668
"SILR5514","SEBI1576",0.052
"SILR5514","SEBI1575",0.716
"SILR5514","SEBI1574",0.526
"SILR5514","SEBI1573",0.052
"SILR5514","SEBI1572",0.621
"SILR5514","SEBI1571",0.194
"SILR5514","SEBI1570",0
"SILR5514","SEBI1569",0.384
"SILR5514","SEBI1568",0.573
"SILR5514","SEBI1567",0.052
"SILR5514","SEBI1566",0.478
"SILR5514","SEBI1565",0.526
"SILR5514","SEBI1564",0.573
"SILR5514","SEBI1563",0
"SILR5514","SEBI1562",0
"SILR5514","SEBI1561",0.431
"SILR5514","SEBI1560",0.621
"SILR5514","SEBI1559",0.621
"SILR5514","SEBI1558",0.099
"SILR5514","SEBI1557",0.573
"SILR5514","SEBI1556",0.147
"SILR5514","SEBI1555",0.431
"SILR5514","SEBI1554",0.289
"SILR5514","SEBI1553",0.621
"SILR5514","SEBI1552",0.763
"SILR5514","SEBI1551",0.431
"SILR5514","SEBI1550",0.621
"SILR5514","SEBI1549",0.763
"SILR5514","SEBI1548",0.716
"SILR5514","SEBI1547",0.336
"SILR5514","SEBI1546",0.526
"SILR5514","SEBI1545",0.858
"SILR5514","SEBI1544",0.668
"SILR5514","SEBI1543",0.573
"SILR5514","SEBI1542",0.716
"SILR5514","SEBI1541",0.621
"SILR5514","SEBI1540",0.431
"SILR5514","SEBI1539",0.384
"SILR5514","SEBI1538",0.763
"SILR5514","SEBI1537",0.668
"SILR5514","SEBI1536",0.147
"SILR5514","SEBI1535",0.668
"SILR5514","SEBI1534",0.336
"SILR5514","SEBI1533",0.668
"SILR5514","SEBI1532",0.81
"SILR5514","SEBI1531",0.763
"SILR5514","SEBI1530",0.336
"SILR5514","SEBI1529",0.716
"SILR5514","SEBI1528",0
"SILR5514","SEBI1527",0.668
"SILR5514","SEBI1526",0.431
"SILR5514","SEBI1525",0.716
"SILR5514","SEBI1524",0.573
"SILR5514","SEBI1523",0.289
"SILR5514","SEBI1522",0
"SILR5514","SEBI1521",0.621
"SILR5514","SEBI1520",0.668
"SILR5514","SEBI1519",0
"SILR5514","SEBI1518",0.526
"SILR5514","SEBI1517",0
"SILR5514","SEBI1516",0.573
"SILR5514","SEBI1515",0.716
"SILR5514","SEBI1514",0.289
"SILR5514","SEBI1513",0.573
"SILR5514","SEBI1512",0.621
"SILR5514","SEBI1511",0.194
"SILR5514","SEBI1510",0.573
"SILR5514","SEBI1509",0.526
"SILR5514","SEBI1508",0.526
"SILR5514","SEBI1507",0.431
"SILR5514","SEBI1506",0.194
"SILR5514","SEBI1505",0
"SILR5514","SEBI1504",0.573
"SILR5514","SEBI1503",0.668
"SILR5514","SEBI1502",0.668
"SILR5514","SEBI1501",0.573
"SILR5514","GAAB2312",0.052
"SILR5514","GAAB2311",0.194
"SILR5514","GAAB2310",0
"SILR5514","GAAB2309",0.241
"SILR5514","GAAB2308",0
"SILR5514","GAAB2307",0.241
"SILR5514","GAAB2306",0.099
"SILR5514","GAAB2305",0.147
"SILR5514","GAAB2304",0.147
"SILR5514","GAAB2303",0.099
"SILR5514","GAAB2302",0
"SILR5514","GAAB2301",0.194
"SILR5514","DILE6100",0
"SILR5514","DILE6099",0.289
"SILR5514","DILE6098",0.336
"SILR5514","DILE6097",0.147
"SILR5514","DILE6096",0
"SILR5514","DILE6095",0.668
"SILR5514","DILE6094",0.526
"SILR5514","DILE6093",0.194
"SILR5514","DILE6092",0.241
"SILR5514","DILE6091",0.478
"SILR5514","DILE6090",0
"SILR5514","DILE6089",0
"SILR5514","DILE6088",0
"SILR5514","DILE6087",0.526
"SILR5514","DILE6086",0.668
"SILR5514","DILE6085",0.052
"SILR5514","DILE6084",0.668
"SILR5514","DILE6083",0.621
"SILR5514","DILE6082",0.621
"SILR5514","DILE6081",0.621
"SILR5514","DILE6080",0
"SILR5514","DILE6079",0
"SILR5514","DILE6078",0.526
"SILR5514","DILE6076",0.763
"SILR5514","DILE6074",0.241
"SILR5514","DILE6073",0
"SILR5514","DILE6072",0.431
"SILR5514","DILE6071",0.431
"SILR5514","AMWO031587",0.384
"SILR5514","AMWO031586",0.289
"SILR5514","AMWO031585",0.431
"SILR5514","AMWO031584",0
"SILR5514","AMWO031583",0
"SILR5514","AMWO031582",0
"SILR5514","AMJI031344",0.099
"SILR5514","AMJI031343",0.194
"SILR5514","AMJI031342",0.384
"SILR5514","AMJI031341",0.289
"SILR5514","AMJI031340",0.194
"SILR5514","AMJI031339",0.289
"SILR5514","AMJI031338",0.241
"SILR5514","AMJI031337",0.478
"SILR5514","AMJI031336",0
"SILR5514","AMJI031335",0.668
"SILR5514","AMJI031334",0.289
"SILR5514","AMHA4857",0.384
"SILR5514","AMHA4856",0
"SILR5514","AMHA4855",0.099
"SILR5514","AMHA4854",0.621
"SILR5514","AMHA4853",0.052
"SILR5514","AMHA485",0.241
"SILR5514","AMHA1708",0.384
"SILR5514","AMHA1707",0.336
"SILR5514","AMHA1706",0
"SILR5514","AMHA1705",0
"SILR5514","AMHA1704",0.099
"SILR5514","AMHA1703",0.147
"SILR5514","AMHA1702",0.336
"SILR5514","AMHA1701",0
"SILR5514","AMAN031020",0.194
"SILR5514","AMAN031019",0.147
"SILR5514","AMAN031018",0
"SILR5514","AMAN031017",0
"SILR5514","AMAN031016",0.384
"SILR5514","AMAN031015",0.384
"SILR5514","AMAN031014",0.384
"SILR5514","AMAN031013",0.384
"SILR5514","AMAN031012",0.336
"SILR5514","AMAN031011",0.384
"SILR5514","AMAN031010",0.384
"SILR5514","AMAN031009",0.384
"SILR5514","AMAN031008",0.384
"SILR5514","AMAN031007",0.384
"SILR5514","AMAN031006",0
"SILR5514","AMAN031005",0.384
"SILR5514","AMAN031004",0.384
"SILR5514","AMAN031003",0.194
"SILR5514","AMAN031002",0.241
"SILR5514","AMAN031001",0.194
"SILR5514","AMAN031000",0.289
"SILR5514","AMAN030999",0.289
"SILR5514","AMAN030998",0
"SILR5514","AMAN030997",0.289
"SILR5514","AMAN030996",0.289
"SILR5514","AMAN030995",0.241
"SILR5514","AMAN030994",0.289
"SILR5514","AMAN030993",0.478
"SILR5514","AMAN030992",0.478
"SILR5514","AMAN030991",0.478
"SILR5514","AMAN030990",0.478
"SILR5514","AMAN030989",0.478
"SILR5514","AMAN030988",0.478
"SILR5514","AMAN030987",0.478
"SILR5514","AMAN030986",0.478
"SILR5514","AMAN030985",0.431
"SILR5514","AMAN030984",0.478
"SILR5514","AMAN030983",0.147
"SILR5514","AMAN030982",0
"SILR5514","AMAN030981",0
"SILR5514","AMAN030980",0.147
"SILR5514","AMAN030979",0
"SILR5514","AMAN030978",0.099
"SILR5514","AMAN030977",0.336
"SILR5514","AMAN030976",0.004
"SILR5514","AMAN030975",0.099
"SILR5514","AMAN030974",0
"SILR5514","AMAN030973",0.099
"SILR5514","AMAN030972",0
"SILR5514","AMAN030971",0.099
"SILR5514","AMAN030970",0
"SILR5514","AMAN030969",0.289
"SILR5514","AMAN030968",0.194
"SILR5514","AMAN030967",0.289
"SILR5514","AMAN030966",0
"SILR5514","AMAN030965",0
"SILR5514","AMAN030964",0.099
"SILR5514","AMAN030963",0
"SILR5514","AMAN030962",0
"SILR5514","AMAN030961",0.147
"SILR5514","AMAN030960",0
"SILR5514","AMAN030959",0
"SILR5514","AMAN030958",0.478
"SILR5514","AMAN030957",0.478
"SILR5514","AMAN030956",0.431
"SILR5514","AMAN030955",0
"SILR5514","AMAN030954",0
"SILR5514","AMAN030953",0.052
"SILR5514","AMAN030952",0.384
"SILR5514","AMAN030951",0.384
"SILR5514","AMAN030950",0.431
"SILR5514","AMAN030949",0.384
"SILR5514","AMAN030948",0.384
"SILR5514","AMAN030947",0.81
"SILR5514","AMAN030946",0.858
"SILR5514","AMAN030945",0.099
"SILR5514","AMAN030944",0.858
"SILR5514","AMAN030943",0.431
"SILR5514","AMAN030942",0
"SILR5514","AMAN030941",0
"SILR5514","AMAN030940",0
"SILR5514","AMAN030939",0
"SILR5514","AMAN030938",0
"SILR5514","AMAN030937",0.289
"SILR5514","AMAN030936",0.526
"SILR5514","AMAN030935",0
"SILR5514","AMAN030934",0.004
"SILR5514","AMAN030933",0.478
"SILR5514","AMAN030932",0.336
"SILR5514","AMAN030931",0
"SILR5514","AMAN030930",0
"SILR5514","AMAN030929",0.147
"SILR5514","AFWO3444",0.241
"SILR5514","AFWO3443",0.384
"SILR5514","AFWO3442",0.384
"SILR5514","AFWO3441",0.384
"SILR5514","AFWO3440",0.336
"SILR5514","AFWO3439",0.384
"SILR5514","AFWO3438",0.241
"SILR5514","AFWO3437",0
"SILR5514","AFWO3436",0.573
"SILR5514","AFWO3435",0.621
"SILR5514","AFWO3434",0.526
"SILR5514","AFWO3433",0.384
"SILR5514","AFWO3432",0.431
"SILR5514","AFWO3431",0.289
"SILR5514","AFWO3430",0.431
"SILR5514","AFWO3429",0.384
"SILR5514","AFWO3428",0.336
"SILR5514","AFWO3427",0.384
"SILR5514","AFWO3426",0.573
"SILR5514","AFWO3425",0.384
"SILR5514","AFWO3424",0.526
"SILR5514","AFWO3423",0.289
"SILR5514","AFWO3422",0.431
"SILR5513","SILR5512",0
"SILR5513","SILR5511",0
"SILR5513","SILR5510",0.573
"SILR5513","SILR5509",0
"SILR5513","SILR5508",0
"SILR5513","SILR5507",0.004
"SILR5513","SILR5506",0.147
"SILR5513","SILR5505",0.668
"SILR5513","SILR5504",0.384
"SILR5513","SILR5503",0.289
"SILR5513","SILR5502",0.289
"SILR5513","SILR5501",0.241
"SILR5513","SILR5500",0.241
"SILR5513","SEBI1592",0.194
"SILR5513","SEBI1591",0.099
"SILR5513","SEBI1590",0.384
"SILR5513","SEBI1589",0.384
"SILR5513","SEBI1588",0.241
"SILR5513","SEBI1587",0.478
"SILR5513","SEBI1586",0.384
"SILR5513","SEBI1585",0.147
"SILR5513","SEBI1584",0.336
"SILR5513","SEBI1583",0.336
"SILR5513","SEBI1582",0.384
"SILR5513","SEBI1581",0.336
"SILR5513","SEBI1580",0.099
"SILR5513","SEBI1579",0.289
"SILR5513","SEBI1578",0.194
"SILR5513","SEBI1577",0.384
"SILR5513","SEBI1576",0
"SILR5513","SEBI1575",0.431
"SILR5513","SEBI1574",0.621
"SILR5513","SEBI1573",0.336
"SILR5513","SEBI1572",0.336
"SILR5513","SEBI1571",0.384
"SILR5513","SEBI1570",0.194
"SILR5513","SEBI1569",0.384
"SILR5513","SEBI1568",0.289
"SILR5513","SEBI1567",0
"SILR5513","SEBI1566",0.289
"SILR5513","SEBI1565",0.241
"SILR5513","SEBI1564",0.478
"SILR5513","SEBI1563",0
"SILR5513","SEBI1562",0.004
"SILR5513","SEBI1561",0.526
"SILR5513","SEBI1560",0.336
"SILR5513","SEBI1559",0.147
"SILR5513","SEBI1558",0.099
"SILR5513","SEBI1557",0.289
"SILR5513","SEBI1556",0.431
"SILR5513","SEBI1555",0.716
"SILR5513","SEBI1554",0.384
"SILR5513","SEBI1553",0.241
"SILR5513","SEBI1552",0.289
"SILR5513","SEBI1551",0.241
"SILR5513","SEBI1550",0.241
"SILR5513","SEBI1549",0.478
"SILR5513","SEBI1548",0.431
"SILR5513","SEBI1547",0.052
"SILR5513","SEBI1546",0.241
"SILR5513","SEBI1545",0.478
"SILR5513","SEBI1544",0.384
"SILR5513","SEBI1543",0.289
"SILR5513","SEBI1542",0.147
"SILR5513","SEBI1541",0.526
"SILR5513","SEBI1540",0.052
"SILR5513","SEBI1539",0.099
"SILR5513","SEBI1538",0.478
"SILR5513","SEBI1537",0.194
"SILR5513","SEBI1536",0.336
"SILR5513","SEBI1535",0.478
"SILR5513","SEBI1534",0.241
"SILR5513","SEBI1533",0.384
"SILR5513","SEBI1532",0.431
"SILR5513","SEBI1531",0.478
"SILR5513","SEBI1530",0.621
"SILR5513","SEBI1529",0.241
"SILR5513","SEBI1528",0.004
"SILR5513","SEBI1527",0.099
"SILR5513","SEBI1526",0.147
"SILR5513","SEBI1525",0.147
"SILR5513","SEBI1524",0.289
"SILR5513","SEBI1523",0.099
"SILR5513","SEBI1522",0.004
"SILR5513","SEBI1521",0.431
"SILR5513","SEBI1520",0.289
"SILR5513","SEBI1519",0
"SILR5513","SEBI1518",0.431
"SILR5513","SEBI1517",0
"SILR5513","SEBI1516",0.384
"SILR5513","SEBI1515",0.241
"SILR5513","SEBI1514",0.384
"SILR5513","SEBI1513",0.384
"SILR5513","SEBI1512",0.526
"SILR5513","SEBI1511",0.194
"SILR5513","SEBI1510",0.384
"SILR5513","SEBI1509",0.241
"SILR5513","SEBI1508",0.241
"SILR5513","SEBI1507",0.526
"SILR5513","SEBI1506",0.478
"SILR5513","SEBI1505",0
"SILR5513","SEBI1504",0.194
"SILR5513","SEBI1503",0.194
"SILR5513","SEBI1502",0.384
"SILR5513","SEBI1501",0.384
"SILR5513","GAAB2312",0.147
"SILR5513","GAAB2311",0.004
"SILR5513","GAAB2310",0
"SILR5513","GAAB2309",0.241
"SILR5513","GAAB2308",0.336
"SILR5513","GAAB2307",0.147
"SILR5513","GAAB2306",0.289
"SILR5513","GAAB2305",0.431
"SILR5513","GAAB2304",0.147
"SILR5513","GAAB2303",0.099
"SILR5513","GAAB2302",0.099
"SILR5513","GAAB2301",0.289
"SILR5513","DILE6100",0
"SILR5513","DILE6099",0.004
"SILR5513","DILE6098",0.052
"SILR5513","DILE6097",0.336
"SILR5513","DILE6096",0
"SILR5513","DILE6095",0.478
"SILR5513","DILE6094",0.621
"SILR5513","DILE6093",0.384
"SILR5513","DILE6092",0.052
"SILR5513","DILE6091",0.289
"SILR5513","DILE6090",0.147
"SILR5513","DILE6089",0
"SILR5513","DILE6088",0
"SILR5513","DILE6087",0.431
"SILR5513","DILE6086",0.194
"SILR5513","DILE6085",0.147
"SILR5513","DILE6084",0.573
"SILR5513","DILE6083",0.621
"SILR5513","DILE6082",0.526
"SILR5513","DILE6081",0.526
"SILR5513","DILE6080",0
"SILR5513","DILE6079",0
"SILR5513","DILE6078",0.716
"SILR5513","DILE6076",0.573
"SILR5513","DILE6074",0.336
"SILR5513","DILE6073",0
"SILR5513","DILE6072",0.336
"SILR5513","DILE6071",0.336
"SILR5513","AMWO031587",0.194
"SILR5513","AMWO031586",0.384
"SILR5513","AMWO031585",0.241
"SILR5513","AMWO031584",0.147
"SILR5513","AMWO031583",0
"SILR5513","AMWO031582",0
"SILR5513","AMJI031344",0.289
"SILR5513","AMJI031343",0.384
"SILR5513","AMJI031342",0.194
"SILR5513","AMJI031341",0.099
"SILR5513","AMJI031340",0.384
"SILR5513","AMJI031339",0
"SILR5513","AMJI031338",0.241
"SILR5513","AMJI031337",0.099
"SILR5513","AMJI031336",0.336
"SILR5513","AMJI031335",0.289
"SILR5513","AMJI031334",0.289
"SILR5513","AMHA4857",0.099
"SILR5513","AMHA4856",0
"SILR5513","AMHA4855",0.099
"SILR5513","AMHA4854",0.336
"SILR5513","AMHA4853",0.241
"SILR5513","AMHA485",0.052
"SILR5513","AMHA1708",0.099
"SILR5513","AMHA1707",0.147
"SILR5513","AMHA1706",0.241
"SILR5513","AMHA1705",0
"SILR5513","AMHA1704",0
"SILR5513","AMHA1703",0.241
"SILR5513","AMHA1702",0.147
"SILR5513","AMHA1701",0
"SILR5513","AMAN031020",0.099
"SILR5513","AMAN031019",0.147
"SILR5513","AMAN031018",0.147
"SILR5513","AMAN031017",0.194
"SILR5513","AMAN031016",0.194
"SILR5513","AMAN031015",0.194
"SILR5513","AMAN031014",0.194
"SILR5513","AMAN031013",0.194
"SILR5513","AMAN031012",0.147
"SILR5513","AMAN031011",0.194
"SILR5513","AMAN031010",0.194
"SILR5513","AMAN031009",0.194
"SILR5513","AMAN031008",0.194
"SILR5513","AMAN031007",0.194
"SILR5513","AMAN031006",0
"SILR5513","AMAN031005",0.194
"SILR5513","AMAN031004",0.194
"SILR5513","AMAN031003",0.099
"SILR5513","AMAN031002",0.147
"SILR5513","AMAN031001",0.099
"SILR5513","AMAN031000",0.194
"SILR5513","AMAN030999",0.194
"SILR5513","AMAN030998",0.241
"SILR5513","AMAN030997",0.194
"SILR5513","AMAN030996",0.194
"SILR5513","AMAN030995",0.147
"SILR5513","AMAN030994",0.194
"SILR5513","AMAN030993",0.004
"SILR5513","AMAN030992",0.004
"SILR5513","AMAN030991",0.004
"SILR5513","AMAN030990",0.004
"SILR5513","AMAN030989",0.004
"SILR5513","AMAN030988",0.004
"SILR5513","AMAN030987",0.004
"SILR5513","AMAN030986",0.004
"SILR5513","AMAN030985",0.052
"SILR5513","AMAN030984",0.004
"SILR5513","AMAN030983",0.052
"SILR5513","AMAN030982",0
"SILR5513","AMAN030981",0.004
"SILR5513","AMAN030980",0.052
"SILR5513","AMAN030979",0
"SILR5513","AMAN030978",0.004
"SILR5513","AMAN030977",0.147
"SILR5513","AMAN030976",0.289
"SILR5513","AMAN030975",0.004
"SILR5513","AMAN030974",0
"SILR5513","AMAN030973",0
"SILR5513","AMAN030972",0
"SILR5513","AMAN030971",0.289
"SILR5513","AMAN030970",0
"SILR5513","AMAN030969",0.194
"SILR5513","AMAN030968",0
"SILR5513","AMAN030967",0.004
"SILR5513","AMAN030966",0.194
"SILR5513","AMAN030965",0
"SILR5513","AMAN030964",0
"SILR5513","AMAN030963",0
"SILR5513","AMAN030962",0
"SILR5513","AMAN030961",0.431
"SILR5513","AMAN030960",0
"SILR5513","AMAN030959",0
"SILR5513","AMAN030958",0.194
"SILR5513","AMAN030957",0.289
"SILR5513","AMAN030956",0.241
"SILR5513","AMAN030955",0
"SILR5513","AMAN030954",0
"SILR5513","AMAN030953",0.241
"SILR5513","AMAN030952",0.004
"SILR5513","AMAN030951",0.004
"SILR5513","AMAN030950",0.052
"SILR5513","AMAN030949",0.004
"SILR5513","AMAN030948",0.004
"SILR5513","AMAN030947",0.431
"SILR5513","AMAN030946",0.384
"SILR5513","AMAN030945",0.384
"SILR5513","AMAN030944",0.384
"SILR5513","AMAN030943",0.621
"SILR5513","AMAN030942",0
"SILR5513","AMAN030941",0
"SILR5513","AMAN030940",0.384
"SILR5513","AMAN030939",0.336
"SILR5513","AMAN030938",0.289
"SILR5513","AMAN030937",0.763
"SILR5513","AMAN030936",0.526
"SILR5513","AMAN030935",0
"SILR5513","AMAN030934",0.194
"SILR5513","AMAN030933",0.194
"SILR5513","AMAN030932",0.621
"SILR5513","AMAN030931",0
"SILR5513","AMAN030930",0
"SILR5513","AMAN030929",0.241
"SILR5513","AFWO3444",0.052
"SILR5513","AFWO3443",0.194
"SILR5513","AFWO3442",0.194
"SILR5513","AFWO3441",0.194
"SILR5513","AFWO3440",0.147
"SILR5513","AFWO3439",0.194
"SILR5513","AFWO3438",0.052
"SILR5513","AFWO3437",0
"SILR5513","AFWO3436",0.099
"SILR5513","AFWO3435",0.621
"SILR5513","AFWO3434",0.147
"SILR5513","AFWO3433",0.194
"SILR5513","AFWO3432",0.336
"SILR5513","AFWO3431",0.289
"SILR5513","AFWO3430",0.147
"SILR5513","AFWO3429",0.099
"SILR5513","AFWO3428",0.147
"SILR5513","AFWO3427",0.099
"SILR5513","AFWO3426",0.099
"SILR5513","AFWO3425",0.289
"SILR5513","AFWO3424",0.431
"SILR5513","AFWO3423",0.289
"SILR5513","AFWO3422",0.431
"SILR5512","SILR5511",0
"SILR5512","SILR5510",0
"SILR5512","SILR5509",0
"SILR5512","SILR5508",0
"SILR5512","SILR5507",0
"SILR5512","SILR5506",0
"SILR5512","SILR5505",0
"SILR5512","SILR5504",0
"SILR5512","SILR5503",0
"SILR5512","SILR5502",0
"SILR5512","SILR5501",0
"SILR5512","SILR5500",0
"SILR5512","SEBI1592",0
"SILR5512","SEBI1591",0
"SILR5512","SEBI1590",0
"SILR5512","SEBI1589",0
"SILR5512","SEBI1588",0
"SILR5512","SEBI1587",0
"SILR5512","SEBI1586",0
"SILR5512","SEBI1585",0
"SILR5512","SEBI1584",0
"SILR5512","SEBI1583",0
"SILR5512","SEBI1582",0
"SILR5512","SEBI1581",0
"SILR5512","SEBI1580",0
"SILR5512","SEBI1579",0
"SILR5512","SEBI1578",0
"SILR5512","SEBI1577",0
"SILR5512","SEBI1576",0
"SILR5512","SEBI1575",0
"SILR5512","SEBI1574",0
"SILR5512","SEBI1573",0
"SILR5512","SEBI1572",0
"SILR5512","SEBI1571",0
"SILR5512","SEBI1570",0
"SILR5512","SEBI1569",0
"SILR5512","SEBI1568",0
"SILR5512","SEBI1567",0
"SILR5512","SEBI1566",0
"SILR5512","SEBI1565",0
"SILR5512","SEBI1564",0
"SILR5512","SEBI1563",0
"SILR5512","SEBI1562",0
"SILR5512","SEBI1561",0
"SILR5512","SEBI1560",0
"SILR5512","SEBI1559",0
"SILR5512","SEBI1558",0
"SILR5512","SEBI1557",0
"SILR5512","SEBI1556",0
"SILR5512","SEBI1555",0
"SILR5512","SEBI1554",0
"SILR5512","SEBI1553",0
"SILR5512","SEBI1552",0
"SILR5512","SEBI1551",0
"SILR5512","SEBI1550",0
"SILR5512","SEBI1549",0
"SILR5512","SEBI1548",0
"SILR5512","SEBI1547",0
"SILR5512","SEBI1546",0
"SILR5512","SEBI1545",0
"SILR5512","SEBI1544",0
"SILR5512","SEBI1543",0
"SILR5512","SEBI1542",0
"SILR5512","SEBI1541",0
"SILR5512","SEBI1540",0
"SILR5512","SEBI1539",0
"SILR5512","SEBI1538",0
"SILR5512","SEBI1537",0
"SILR5512","SEBI1536",0
"SILR5512","SEBI1535",0
"SILR5512","SEBI1534",0
"SILR5512","SEBI1533",0
"SILR5512","SEBI1532",0
"SILR5512","SEBI1531",0
"SILR5512","SEBI1530",0
"SILR5512","SEBI1529",0
"SILR5512","SEBI1528",0
"SILR5512","SEBI1527",0
"SILR5512","SEBI1526",0
"SILR5512","SEBI1525",0
"SILR5512","SEBI1524",0
"SILR5512","SEBI1523",0
"SILR5512","SEBI1522",0
"SILR5512","SEBI1521",0
"SILR5512","SEBI1520",0
"SILR5512","SEBI1519",0
"SILR5512","SEBI1518",0
"SILR5512","SEBI1517",0
"SILR5512","SEBI1516",0
"SILR5512","SEBI1515",0
"SILR5512","SEBI1514",0
"SILR5512","SEBI1513",0
"SILR5512","SEBI1512",0
"SILR5512","SEBI1511",0
"SILR5512","SEBI1510",0
"SILR5512","SEBI1509",0
"SILR5512","SEBI1508",0
"SILR5512","SEBI1507",0
"SILR5512","SEBI1506",0
"SILR5512","SEBI1505",0
"SILR5512","SEBI1504",0
"SILR5512","SEBI1503",0
"SILR5512","SEBI1502",0
"SILR5512","SEBI1501",0
"SILR5512","GAAB2312",0
"SILR5512","GAAB2311",0
"SILR5512","GAAB2310",0
"SILR5512","GAAB2309",0
"SILR5512","GAAB2308",0
"SILR5512","GAAB2307",0
"SILR5512","GAAB2306",0
"SILR5512","GAAB2305",0
"SILR5512","GAAB2304",0
"SILR5512","GAAB2303",0
"SILR5512","GAAB2302",0.004
"SILR5512","GAAB2301",0
"SILR5512","DILE6100",0.004
"SILR5512","DILE6099",0
"SILR5512","DILE6098",0
"SILR5512","DILE6097",0
"SILR5512","DILE6096",0
"SILR5512","DILE6095",0
"SILR5512","DILE6094",0
"SILR5512","DILE6093",0
"SILR5512","DILE6092",0
"SILR5512","DILE6091",0
"SILR5512","DILE6090",0
"SILR5512","DILE6089",0
"SILR5512","DILE6088",0
"SILR5512","DILE6087",0
"SILR5512","DILE6086",0
"SILR5512","DILE6085",0
"SILR5512","DILE6084",0
"SILR5512","DILE6083",0
"SILR5512","DILE6082",0
"SILR5512","DILE6081",0
"SILR5512","DILE6080",0
"SILR5512","DILE6079",0.004
"SILR5512","DILE6078",0
"SILR5512","DILE6076",0
"SILR5512","DILE6074",0
"SILR5512","DILE6073",0.147
"SILR5512","DILE6072",0
"SILR5512","DILE6071",0
"SILR5512","AMWO031587",0
"SILR5512","AMWO031586",0
"SILR5512","AMWO031585",0
"SILR5512","AMWO031584",0
"SILR5512","AMWO031583",0
"SILR5512","AMWO031582",0.289
"SILR5512","AMJI031344",0
"SILR5512","AMJI031343",0
"SILR5512","AMJI031342",0
"SILR5512","AMJI031341",0
"SILR5512","AMJI031340",0
"SILR5512","AMJI031339",0
"SILR5512","AMJI031338",0
"SILR5512","AMJI031337",0
"SILR5512","AMJI031336",0
"SILR5512","AMJI031335",0
"SILR5512","AMJI031334",0
"SILR5512","AMHA4857",0
"SILR5512","AMHA4856",0
"SILR5512","AMHA4855",0
"SILR5512","AMHA4854",0
"SILR5512","AMHA4853",0
"SILR5512","AMHA485",0
"SILR5512","AMHA1708",0
"SILR5512","AMHA1707",0
"SILR5512","AMHA1706",0
"SILR5512","AMHA1705",0
"SILR5512","AMHA1704",0
"SILR5512","AMHA1703",0
"SILR5512","AMHA1702",0
"SILR5512","AMHA1701",0
"SILR5512","AMAN031020",0
"SILR5512","AMAN031019",0
"SILR5512","AMAN031018",0
"SILR5512","AMAN031017",0
"SILR5512","AMAN031016",0
"SILR5512","AMAN031015",0
"SILR5512","AMAN031014",0
"SILR5512","AMAN031013",0
"SILR5512","AMAN031012",0
"SILR5512","AMAN031011",0
"SILR5512","AMAN031010",0
"SILR5512","AMAN031009",0
"SILR5512","AMAN031008",0
"SILR5512","AMAN031007",0
"SILR5512","AMAN031006",0
"SILR5512","AMAN031005",0
"SILR5512","AMAN031004",0
"SILR5512","AMAN031003",0
"SILR5512","AMAN031002",0
"SILR5512","AMAN031001",0
