"p1","p2","ibd1"
"SNDI071906","AMAN030954",0
"SNDI071906","AMAN030953",0.241
"SNDI071906","AMAN030952",0.289
"SNDI071906","AMAN030951",0.289
"SNDI071906","AMAN030950",0.336
"SNDI071906","AMAN030949",0.289
"SNDI071906","AMAN030948",0.289
"SNDI071906","AMAN030947",0.716
"SNDI071906","AMAN030946",0.763
"SNDI071906","AMAN030945",0.194
"SNDI071906","AMAN030944",0.763
"SNDI071906","AMAN030943",0.336
"SNDI071906","AMAN030942",0
"SNDI071906","AMAN030941",0
"SNDI071906","AMAN030940",0.099
"SNDI071906","AMAN030939",0
"SNDI071906","AMAN030938",0.099
"SNDI071906","AMAN030937",0.478
"SNDI071906","AMAN030936",0.431
"SNDI071906","AMAN030935",0
"SNDI071906","AMAN030934",0.099
"SNDI071906","AMAN030933",0.384
"SNDI071906","AMAN030932",0.431
"SNDI071906","AMAN030931",0
"SNDI071906","AMAN030930",0
"SNDI071906","AMAN030929",0.147
"SNDI071906","AFWO3444",0.147
"SNDI071906","AFWO3443",0.289
"SNDI071906","AFWO3442",0.289
"SNDI071906","AFWO3441",0.289
"SNDI071906","AFWO3440",0.241
"SNDI071906","AFWO3439",0.289
"SNDI071906","AFWO3438",0.147
"SNDI071906","AFWO3437",0
"SNDI071906","AFWO3436",0.384
"SNDI071906","AFWO3435",0.621
"SNDI071906","AFWO3434",0.431
"SNDI071906","AFWO3433",0.289
"SNDI071906","AFWO3432",0.336
"SNDI071906","AFWO3431",0.289
"SNDI071906","AFWO3430",0.241
"SNDI071906","AFWO3429",0.194
"SNDI071906","AFWO3428",0.241
"SNDI071906","AFWO3427",0.194
"SNDI071906","AFWO3426",0.384
"SNDI071906","AFWO3425",0.289
"SNDI071906","AFWO3424",0.526
"SNDI071906","AFWO3423",0.289
"SNDI071906","AFWO3422",0.431
"SNDI071905","SNDI071904",0
"SNDI071905","SNDI071903",0.289
"SNDI071905","SNDI071902",0.526
"SNDI071905","SNDI071901",0.099
"SNDI071905","SNDI071900",0.478
"SNDI071905","SNDI071899",0.431
"SNDI071905","SNDI071898",0.573
"SNDI071905","SNDI071897",0.81
"SNDI071905","SNDI071896",0.478
"SNDI071905","SNDI071895",0.384
"SNDI071905","SNDI071894",0.241
"SNDI071905","SNDI071893",0.289
"SNDI071905","SNDI071892",0.384
"SNDI071905","SNDI071891",0.384
"SNDI071905","SNDI071889",0
"SNDI071905","SNDI071888",0.336
"SNDI071905","SNDI071887",0.384
"SNDI071905","SNDI071886",0
"SNDI071905","SILR5521",0.573
"SNDI071905","SILR5520",0.573
"SNDI071905","SILR5519",0.289
"SNDI071905","SILR5518",0.431
"SNDI071905","SILR5517",0.384
"SNDI071905","SILR5516",0.384
"SNDI071905","SILR5515",0
"SNDI071905","SILR5514",0.573
"SNDI071905","SILR5513",0.289
"SNDI071905","SILR5512",0
"SNDI071905","SILR5511",0.194
"SNDI071905","SILR5510",0.431
"SNDI071905","SILR5509",0
"SNDI071905","SILR5508",0
"SNDI071905","SILR5507",0.241
"SNDI071905","SILR5506",0.099
"SNDI071905","SILR5505",0.526
"SNDI071905","SILR5504",0.431
"SNDI071905","SILR5503",0.431
"SNDI071905","SILR5502",0.336
"SNDI071905","SILR5501",0.384
"SNDI071905","SILR5500",0.384
"SNDI071905","SEBI1592",0.526
"SNDI071905","SEBI1591",0.147
"SNDI071905","SEBI1590",0.526
"SNDI071905","SEBI1589",0.431
"SNDI071905","SEBI1588",0
"SNDI071905","SEBI1587",0.621
"SNDI071905","SEBI1586",0.526
"SNDI071905","SEBI1585",0.289
"SNDI071905","SEBI1584",0.384
"SNDI071905","SEBI1583",0.478
"SNDI071905","SEBI1582",0.431
"SNDI071905","SEBI1581",0.478
"SNDI071905","SEBI1580",0.431
"SNDI071905","SEBI1579",0.241
"SNDI071905","SEBI1578",0
"SNDI071905","SEBI1577",0.336
"SNDI071905","SEBI1576",0
"SNDI071905","SEBI1575",0.384
"SNDI071905","SEBI1574",0.478
"SNDI071905","SEBI1573",0
"SNDI071905","SEBI1572",0.478
"SNDI071905","SEBI1571",0.052
"SNDI071905","SEBI1570",0
"SNDI071905","SEBI1569",0.241
"SNDI071905","SEBI1568",0.431
"SNDI071905","SEBI1567",0
"SNDI071905","SEBI1566",0.336
"SNDI071905","SEBI1565",0.194
"SNDI071905","SEBI1564",0.526
"SNDI071905","SEBI1563",0
"SNDI071905","SEBI1562",0
"SNDI071905","SEBI1561",0.384
"SNDI071905","SEBI1560",0.478
"SNDI071905","SEBI1559",0.289
"SNDI071905","SEBI1558",0.147
"SNDI071905","SEBI1557",0.241
"SNDI071905","SEBI1556",0
"SNDI071905","SEBI1555",0.384
"SNDI071905","SEBI1554",0.241
"SNDI071905","SEBI1553",0.289
"SNDI071905","SEBI1552",0.431
"SNDI071905","SEBI1551",0.194
"SNDI071905","SEBI1550",0.289
"SNDI071905","SEBI1549",0.526
"SNDI071905","SEBI1548",0.384
"SNDI071905","SEBI1547",0.668
"SNDI071905","SEBI1546",0.194
"SNDI071905","SEBI1545",0.621
"SNDI071905","SEBI1544",0.336
"SNDI071905","SEBI1543",0.241
"SNDI071905","SEBI1542",0.573
"SNDI071905","SEBI1541",0.573
"SNDI071905","SEBI1540",0.289
"SNDI071905","SEBI1539",0.241
"SNDI071905","SEBI1538",0.621
"SNDI071905","SEBI1537",0.431
"SNDI071905","SEBI1536",0.099
"SNDI071905","SEBI1535",0.431
"SNDI071905","SEBI1534",0.289
"SNDI071905","SEBI1533",0.336
"SNDI071905","SEBI1532",0.573
"SNDI071905","SEBI1531",0.621
"SNDI071905","SEBI1530",0.289
"SNDI071905","SEBI1529",0.668
"SNDI071905","SEBI1528",0
"SNDI071905","SEBI1527",0.336
"SNDI071905","SEBI1526",0.289
"SNDI071905","SEBI1525",0.573
"SNDI071905","SEBI1524",0.621
"SNDI071905","SEBI1523",0.241
"SNDI071905","SEBI1522",0
"SNDI071905","SEBI1521",0.573
"SNDI071905","SEBI1520",0.241
"SNDI071905","SEBI1519",0
"SNDI071905","SEBI1518",0.289
"SNDI071905","SEBI1517",0
"SNDI071905","SEBI1516",0.526
"SNDI071905","SEBI1515",0.668
"SNDI071905","SEBI1514",0.052
"SNDI071905","SEBI1513",0.526
"SNDI071905","SEBI1512",0.384
"SNDI071905","SEBI1511",0.431
"SNDI071905","SEBI1510",0.621
"SNDI071905","SEBI1509",0.194
"SNDI071905","SEBI1508",0.478
"SNDI071905","SEBI1507",0.384
"SNDI071905","SEBI1506",0.241
"SNDI071905","SEBI1505",0
"SNDI071905","SEBI1504",0.526
"SNDI071905","SEBI1503",0.526
"SNDI071905","SEBI1502",0.716
"SNDI071905","SEBI1501",0.621
"SNDI071905","GAAB2312",0
"SNDI071905","GAAB2311",0
"SNDI071905","GAAB2310",0
"SNDI071905","GAAB2309",0
"SNDI071905","GAAB2308",0
"SNDI071905","GAAB2307",0.099
"SNDI071905","GAAB2306",0
"SNDI071905","GAAB2305",0.004
"SNDI071905","GAAB2304",0
"SNDI071905","GAAB2303",0.052
"SNDI071905","GAAB2302",0
"SNDI071905","GAAB2301",0
"SNDI071905","DILE6100",0
"SNDI071905","DILE6099",0.052
"SNDI071905","DILE6098",0.099
"SNDI071905","DILE6097",0.099
"SNDI071905","DILE6096",0
"SNDI071905","DILE6095",0.336
"SNDI071905","DILE6094",0.289
"SNDI071905","DILE6093",0
"SNDI071905","DILE6092",0
"SNDI071905","DILE6091",0.241
"SNDI071905","DILE6090",0
"SNDI071905","DILE6089",0
"SNDI071905","DILE6088",0
"SNDI071905","DILE6087",0.289
"SNDI071905","DILE6086",0.336
"SNDI071905","DILE6085",0
"SNDI071905","DILE6084",0.431
"SNDI071905","DILE6083",0.478
"SNDI071905","DILE6082",0.289
"SNDI071905","DILE6081",0.289
"SNDI071905","DILE6080",0
"SNDI071905","DILE6079",0
"SNDI071905","DILE6078",0.289
"SNDI071905","DILE6076",0.526
"SNDI071905","DILE6074",0.194
"SNDI071905","DILE6073",0
"SNDI071905","DILE6072",0.289
"SNDI071905","DILE6071",0.289
"SNDI071905","AMWO031587",0.336
"SNDI071905","AMWO031586",0.241
"SNDI071905","AMWO031585",0.384
"SNDI071905","AMWO031584",0
"SNDI071905","AMWO031583",0
"SNDI071905","AMWO031582",0
"SNDI071905","AMJI031344",0.147
"SNDI071905","AMJI031343",0.241
"SNDI071905","AMJI031342",0.431
"SNDI071905","AMJI031341",0.147
"SNDI071905","AMJI031340",0.052
"SNDI071905","AMJI031339",0.241
"SNDI071905","AMJI031338",0.099
"SNDI071905","AMJI031337",0.336
"SNDI071905","AMJI031336",0.099
"SNDI071905","AMJI031335",0.621
"SNDI071905","AMJI031334",0.241
"SNDI071905","AMHA4857",0.526
"SNDI071905","AMHA4856",0
"SNDI071905","AMHA4855",0
"SNDI071905","AMHA4854",0.384
"SNDI071905","AMHA4853",0
"SNDI071905","AMHA485",0.289
"SNDI071905","AMHA1708",0.241
"SNDI071905","AMHA1707",0.099
"SNDI071905","AMHA1706",0
"SNDI071905","AMHA1705",0
"SNDI071905","AMHA1704",0
"SNDI071905","AMHA1703",0
"SNDI071905","AMHA1702",0.099
"SNDI071905","AMHA1701",0
"SNDI071905","AMAN031020",0.147
"SNDI071905","AMAN031019",0.099
"SNDI071905","AMAN031018",0
"SNDI071905","AMAN031017",0.052
"SNDI071905","AMAN031016",0.147
"SNDI071905","AMAN031015",0.147
"SNDI071905","AMAN031014",0.147
"SNDI071905","AMAN031013",0.147
"SNDI071905","AMAN031012",0.099
"SNDI071905","AMAN031011",0.147
"SNDI071905","AMAN031010",0.147
"SNDI071905","AMAN031009",0.147
"SNDI071905","AMAN031008",0.147
"SNDI071905","AMAN031007",0.147
"SNDI071905","AMAN031006",0
"SNDI071905","AMAN031005",0.147
"SNDI071905","AMAN031004",0.147
"SNDI071905","AMAN031003",0.147
"SNDI071905","AMAN031002",0.004
"SNDI071905","AMAN031001",0.147
"SNDI071905","AMAN031000",0
"SNDI071905","AMAN030999",0
"SNDI071905","AMAN030998",0
"SNDI071905","AMAN030997",0
"SNDI071905","AMAN030996",0
"SNDI071905","AMAN030995",0
"SNDI071905","AMAN030994",0
"SNDI071905","AMAN030993",0.147
"SNDI071905","AMAN030992",0.147
"SNDI071905","AMAN030991",0.147
"SNDI071905","AMAN030990",0.147
"SNDI071905","AMAN030989",0.147
"SNDI071905","AMAN030988",0.147
"SNDI071905","AMAN030987",0.147
"SNDI071905","AMAN030986",0.147
"SNDI071905","AMAN030985",0.099
"SNDI071905","AMAN030984",0.147
"SNDI071905","AMAN030983",0
"SNDI071905","AMAN030982",0
"SNDI071905","AMAN030981",0
"SNDI071905","AMAN030980",0.099
"SNDI071905","AMAN030979",0
"SNDI071905","AMAN030978",0
"SNDI071905","AMAN030977",0.004
"SNDI071905","AMAN030976",0
"SNDI071905","AMAN030975",0.052
"SNDI071905","AMAN030974",0
"SNDI071905","AMAN030973",0
"SNDI071905","AMAN030972",0
"SNDI071905","AMAN030971",0
"SNDI071905","AMAN030970",0
"SNDI071905","AMAN030969",0.147
"SNDI071905","AMAN030968",0.052
"SNDI071905","AMAN030967",0.147
"SNDI071905","AMAN030966",0
"SNDI071905","AMAN030965",0
"SNDI071905","AMAN030964",0
"SNDI071905","AMAN030963",0
"SNDI071905","AMAN030962",0
"SNDI071905","AMAN030961",0.289
"SNDI071905","AMAN030960",0
"SNDI071905","AMAN030959",0
"SNDI071905","AMAN030958",0.241
"SNDI071905","AMAN030957",0.241
"SNDI071905","AMAN030956",0.289
"SNDI071905","AMAN030955",0
"SNDI071905","AMAN030954",0
"SNDI071905","AMAN030953",0.194
"SNDI071905","AMAN030952",0.431
"SNDI071905","AMAN030951",0.431
"SNDI071905","AMAN030950",0.384
"SNDI071905","AMAN030949",0.431
"SNDI071905","AMAN030948",0.431
"SNDI071905","AMAN030947",0.573
"SNDI071905","AMAN030946",0.621
"SNDI071905","AMAN030945",0
"SNDI071905","AMAN030944",0.621
"SNDI071905","AMAN030943",0.194
"SNDI071905","AMAN030942",0
"SNDI071905","AMAN030941",0
"SNDI071905","AMAN030940",0
"SNDI071905","AMAN030939",0
"SNDI071905","AMAN030938",0
"SNDI071905","AMAN030937",0.431
"SNDI071905","AMAN030936",0.384
"SNDI071905","AMAN030935",0
"SNDI071905","AMAN030934",0.147
"SNDI071905","AMAN030933",0.241
"SNDI071905","AMAN030932",0.194
"SNDI071905","AMAN030931",0
"SNDI071905","AMAN030930",0
"SNDI071905","AMAN030929",0.004
"SNDI071905","AFWO3444",0
"SNDI071905","AFWO3443",0.052
"SNDI071905","AFWO3442",0.052
"SNDI071905","AFWO3441",0.052
"SNDI071905","AFWO3440",0.004
"SNDI071905","AFWO3439",0.052
"SNDI071905","AFWO3438",0.194
"SNDI071905","AFWO3437",0
"SNDI071905","AFWO3436",0.147
"SNDI071905","AFWO3435",0.478
"SNDI071905","AFWO3434",0.194
"SNDI071905","AFWO3433",0.147
"SNDI071905","AFWO3432",0.289
"SNDI071905","AFWO3431",0.431
"SNDI071905","AFWO3430",0.099
"SNDI071905","AFWO3429",0.241
"SNDI071905","AFWO3428",0.289
"SNDI071905","AFWO3427",0.241
"SNDI071905","AFWO3426",0.147
"SNDI071905","AFWO3425",0.241
"SNDI071905","AFWO3424",0.384
"SNDI071905","AFWO3423",0.431
"SNDI071905","AFWO3422",0.289
"SNDI071904","SNDI071903",0.194
"SNDI071904","SNDI071902",0
"SNDI071904","SNDI071901",0.289
"SNDI071904","SNDI071900",0.004
"SNDI071904","SNDI071899",0.052
"SNDI071904","SNDI071898",0.004
"SNDI071904","SNDI071897",0
"SNDI071904","SNDI071896",0.004
"SNDI071904","SNDI071895",0.004
"SNDI071904","SNDI071894",0
"SNDI071904","SNDI071893",0.099
"SNDI071904","SNDI071892",0.004
"SNDI071904","SNDI071891",0.004
"SNDI071904","SNDI071889",0
"SNDI071904","SNDI071888",0.052
"SNDI071904","SNDI071887",0.004
"SNDI071904","SNDI071886",0
"SNDI071904","SILR5521",0
"SNDI071904","SILR5520",0
"SNDI071904","SILR5519",0.099
"SNDI071904","SILR5518",0
"SNDI071904","SILR5517",0
"SNDI071904","SILR5516",0
"SNDI071904","SILR5515",0.147
"SNDI071904","SILR5514",0
"SNDI071904","SILR5513",0
"SNDI071904","SILR5512",0
"SNDI071904","SILR5511",0.004
"SNDI071904","SILR5510",0
"SNDI071904","SILR5509",0
"SNDI071904","SILR5508",0.052
"SNDI071904","SILR5507",0.052
"SNDI071904","SILR5506",0.099
"SNDI071904","SILR5505",0
"SNDI071904","SILR5504",0.052
"SNDI071904","SILR5503",0.052
"SNDI071904","SILR5502",0
"SNDI071904","SILR5501",0.099
"SNDI071904","SILR5500",0.099
"SNDI071904","SEBI1592",0
"SNDI071904","SEBI1591",0.431
"SNDI071904","SEBI1590",0.052
"SNDI071904","SEBI1589",0
"SNDI071904","SEBI1588",0.099
"SNDI071904","SEBI1587",0.147
"SNDI071904","SEBI1586",0
"SNDI071904","SEBI1585",0.004
"SNDI071904","SEBI1584",0.289
"SNDI071904","SEBI1583",0.194
"SNDI071904","SEBI1582",0.052
"SNDI071904","SEBI1581",0.004
"SNDI071904","SEBI1580",0.052
"SNDI071904","SEBI1579",0.052
"SNDI071904","SEBI1578",0
"SNDI071904","SEBI1577",0.052
"SNDI071904","SEBI1576",0
"SNDI071904","SEBI1575",0.004
"SNDI071904","SEBI1574",0
"SNDI071904","SEBI1573",0.194
"SNDI071904","SEBI1572",0.004
"SNDI071904","SEBI1571",0
"SNDI071904","SEBI1570",0.147
"SNDI071904","SEBI1569",0
"SNDI071904","SEBI1568",0.052
"SNDI071904","SEBI1567",0.099
"SNDI071904","SEBI1566",0.241
"SNDI071904","SEBI1565",0.099
"SNDI071904","SEBI1564",0
"SNDI071904","SEBI1563",0
"SNDI071904","SEBI1562",0.241
"SNDI071904","SEBI1561",0
"SNDI071904","SEBI1560",0.004
"SNDI071904","SEBI1559",0.004
"SNDI071904","SEBI1558",0.052
"SNDI071904","SEBI1557",0
"SNDI071904","SEBI1556",0
"SNDI071904","SEBI1555",0
"SNDI071904","SEBI1554",0
"SNDI071904","SEBI1553",0.004
"SNDI071904","SEBI1552",0
"SNDI071904","SEBI1551",0.004
"SNDI071904","SEBI1550",0.004
"SNDI071904","SEBI1549",0
"SNDI071904","SEBI1548",0.004
"SNDI071904","SEBI1547",0
"SNDI071904","SEBI1546",0.099
"SNDI071904","SEBI1545",0
"SNDI071904","SEBI1544",0.052
"SNDI071904","SEBI1543",0.052
"SNDI071904","SEBI1542",0
"SNDI071904","SEBI1541",0.099
"SNDI071904","SEBI1540",0.099
"SNDI071904","SEBI1539",0.052
"SNDI071904","SEBI1538",0
"SNDI071904","SEBI1537",0.052
"SNDI071904","SEBI1536",0.384
"SNDI071904","SEBI1535",0
"SNDI071904","SEBI1534",0.099
"SNDI071904","SEBI1533",0.147
"SNDI071904","SEBI1532",0.004
"SNDI071904","SEBI1531",0
"SNDI071904","SEBI1530",0
"SNDI071904","SEBI1529",0
"SNDI071904","SEBI1528",0
"SNDI071904","SEBI1527",0
"SNDI071904","SEBI1526",0.194
"SNDI071904","SEBI1525",0
"SNDI071904","SEBI1524",0
"SNDI071904","SEBI1523",0.147
"SNDI071904","SEBI1522",0.336
"SNDI071904","SEBI1521",0.099
"SNDI071904","SEBI1520",0
"SNDI071904","SEBI1519",0
"SNDI071904","SEBI1518",0
"SNDI071904","SEBI1517",0
"SNDI071904","SEBI1516",0.052
"SNDI071904","SEBI1515",0
"SNDI071904","SEBI1514",0
"SNDI071904","SEBI1513",0
"SNDI071904","SEBI1512",0
"SNDI071904","SEBI1511",0.052
"SNDI071904","SEBI1510",0
"SNDI071904","SEBI1509",0.099
"SNDI071904","SEBI1508",0
"SNDI071904","SEBI1507",0
"SNDI071904","SEBI1506",0.241
"SNDI071904","SEBI1505",0
"SNDI071904","SEBI1504",0
"SNDI071904","SEBI1503",0
"SNDI071904","SEBI1502",0
"SNDI071904","SEBI1501",0
"SNDI071904","GAAB2312",0.004
"SNDI071904","GAAB2311",0.147
"SNDI071904","GAAB2310",0.336
"SNDI071904","GAAB2309",0.004
"SNDI071904","GAAB2308",0
"SNDI071904","GAAB2307",0.194
"SNDI071904","GAAB2306",0
"SNDI071904","GAAB2305",0
"SNDI071904","GAAB2304",0
"SNDI071904","GAAB2303",0
"SNDI071904","GAAB2302",0.241
"SNDI071904","GAAB2301",0
"SNDI071904","DILE6100",0.052
"SNDI071904","DILE6099",0.147
"SNDI071904","DILE6098",0.004
"SNDI071904","DILE6097",0.289
"SNDI071904","DILE6096",0
"SNDI071904","DILE6095",0.147
"SNDI071904","DILE6094",0
"SNDI071904","DILE6093",0
"SNDI071904","DILE6092",0.289
"SNDI071904","DILE6091",0.052
"SNDI071904","DILE6090",0.194
"SNDI071904","DILE6089",0
"SNDI071904","DILE6088",0
"SNDI071904","DILE6087",0.099
"SNDI071904","DILE6086",0
"SNDI071904","DILE6085",0.099
"SNDI071904","DILE6084",0
"SNDI071904","DILE6083",0
"SNDI071904","DILE6082",0
"SNDI071904","DILE6081",0
"SNDI071904","DILE6080",0
"SNDI071904","DILE6079",0
"SNDI071904","DILE6078",0
"SNDI071904","DILE6076",0.052
"SNDI071904","DILE6074",0
"SNDI071904","DILE6073",0
"SNDI071904","DILE6072",0.004
"SNDI071904","DILE6071",0.004
"SNDI071904","AMWO031587",0
"SNDI071904","AMWO031586",0
"SNDI071904","AMWO031585",0
"SNDI071904","AMWO031584",0.573
"SNDI071904","AMWO031583",0.478
"SNDI071904","AMWO031582",0
"SNDI071904","AMJI031344",0
"SNDI071904","AMJI031343",0
"SNDI071904","AMJI031342",0.147
"SNDI071904","AMJI031341",0.052
"SNDI071904","AMJI031340",0
"SNDI071904","AMJI031339",0.336
"SNDI071904","AMJI031338",0
"SNDI071904","AMJI031337",0.336
"SNDI071904","AMJI031336",0.004
"SNDI071904","AMJI031335",0.052
"SNDI071904","AMJI031334",0.052
"SNDI071904","AMHA4857",0
"SNDI071904","AMHA4856",0.526
"SNDI071904","AMHA4855",0.147
"SNDI071904","AMHA4854",0
"SNDI071904","AMHA4853",0.099
"SNDI071904","AMHA485",0.004
"SNDI071904","AMHA1708",0.052
"SNDI071904","AMHA1707",0
"SNDI071904","AMHA1706",0.004
"SNDI071904","AMHA1705",0
"SNDI071904","AMHA1704",0.147
"SNDI071904","AMHA1703",0.099
"SNDI071904","AMHA1702",0.099
"SNDI071904","AMHA1701",0
"SNDI071904","AMAN031020",0
"SNDI071904","AMAN031019",0.004
"SNDI071904","AMAN031018",0.004
"SNDI071904","AMAN031017",0
"SNDI071904","AMAN031016",0.147
"SNDI071904","AMAN031015",0.147
"SNDI071904","AMAN031014",0.147
"SNDI071904","AMAN031013",0.147
"SNDI071904","AMAN031012",0.099
"SNDI071904","AMAN031011",0.147
"SNDI071904","AMAN031010",0.147
"SNDI071904","AMAN031009",0.147
"SNDI071904","AMAN031008",0.147
"SNDI071904","AMAN031007",0.147
"SNDI071904","AMAN031006",0
"SNDI071904","AMAN031005",0.147
"SNDI071904","AMAN031004",0.147
"SNDI071904","AMAN031003",0
"SNDI071904","AMAN031002",0.099
"SNDI071904","AMAN031001",0
"SNDI071904","AMAN031000",0.241
"SNDI071904","AMAN030999",0.241
"SNDI071904","AMAN030998",0.289
"SNDI071904","AMAN030997",0.241
"SNDI071904","AMAN030996",0.241
"SNDI071904","AMAN030995",0.194
"SNDI071904","AMAN030994",0.241
"SNDI071904","AMAN030993",0.147
"SNDI071904","AMAN030992",0.147
"SNDI071904","AMAN030991",0.147
"SNDI071904","AMAN030990",0.147
"SNDI071904","AMAN030989",0.147
"SNDI071904","AMAN030988",0.147
"SNDI071904","AMAN030987",0.147
"SNDI071904","AMAN030986",0.147
"SNDI071904","AMAN030985",0.194
"SNDI071904","AMAN030984",0.147
"SNDI071904","AMAN030983",0.004
"SNDI071904","AMAN030982",0
"SNDI071904","AMAN030981",0.431
"SNDI071904","AMAN030980",0.004
"SNDI071904","AMAN030979",0
"SNDI071904","AMAN030978",0.052
"SNDI071904","AMAN030977",0.289
"SNDI071904","AMAN030976",0.052
"SNDI071904","AMAN030975",0
"SNDI071904","AMAN030974",0.621
"SNDI071904","AMAN030973",0.052
"SNDI071904","AMAN030972",0.573
"SNDI071904","AMAN030971",0.147
"SNDI071904","AMAN030970",0.052
"SNDI071904","AMAN030969",0.241
"SNDI071904","AMAN030968",0.052
"SNDI071904","AMAN030967",0.052
"SNDI071904","AMAN030966",0
"SNDI071904","AMAN030965",0
"SNDI071904","AMAN030964",0
"SNDI071904","AMAN030963",0
"SNDI071904","AMAN030962",0
"SNDI071904","AMAN030961",0
"SNDI071904","AMAN030960",0
"SNDI071904","AMAN030959",0
"SNDI071904","AMAN030958",0
"SNDI071904","AMAN030957",0
"SNDI071904","AMAN030956",0
"SNDI071904","AMAN030955",0
"SNDI071904","AMAN030954",0
"SNDI071904","AMAN030953",0.194
"SNDI071904","AMAN030952",0
"SNDI071904","AMAN030951",0
"SNDI071904","AMAN030950",0.004
"SNDI071904","AMAN030949",0
"SNDI071904","AMAN030948",0
"SNDI071904","AMAN030947",0
"SNDI071904","AMAN030946",0
"SNDI071904","AMAN030945",0.147
"SNDI071904","AMAN030944",0
"SNDI071904","AMAN030943",0
"SNDI071904","AMAN030942",0
"SNDI071904","AMAN030941",0.004
"SNDI071904","AMAN030940",0.147
"SNDI071904","AMAN030939",0.289
"SNDI071904","AMAN030938",0.147
"SNDI071904","AMAN030937",0
"SNDI071904","AMAN030936",0
"SNDI071904","AMAN030935",0
"SNDI071904","AMAN030934",0.241
"SNDI071904","AMAN030933",0.241
"SNDI071904","AMAN030932",0.004
"SNDI071904","AMAN030931",0.099
"SNDI071904","AMAN030930",0
"SNDI071904","AMAN030929",0.194
"SNDI071904","AFWO3444",0.099
"SNDI071904","AFWO3443",0.147
"SNDI071904","AFWO3442",0.147
"SNDI071904","AFWO3441",0.147
"SNDI071904","AFWO3440",0.099
"SNDI071904","AFWO3439",0.147
"SNDI071904","AFWO3438",0.099
"SNDI071904","AFWO3437",0
"SNDI071904","AFWO3436",0.052
"SNDI071904","AFWO3435",0
"SNDI071904","AFWO3434",0.004
"SNDI071904","AFWO3433",0.241
"SNDI071904","AFWO3432",0
"SNDI071904","AFWO3431",0.147
"SNDI071904","AFWO3430",0.289
"SNDI071904","AFWO3429",0.147
"SNDI071904","AFWO3428",0.099
"SNDI071904","AFWO3427",0.147
"SNDI071904","AFWO3426",0.052
"SNDI071904","AFWO3425",0
"SNDI071904","AFWO3424",0
"SNDI071904","AFWO3423",0.147
"SNDI071904","AFWO3422",0
"SNDI071903","SNDI071902",0.573
"SNDI071903","SNDI071901",0.526
"SNDI071903","SNDI071900",0.431
"SNDI071903","SNDI071899",0.384
"SNDI071903","SNDI071898",0.431
"SNDI071903","SNDI071897",0.384
"SNDI071903","SNDI071896",0.621
"SNDI071903","SNDI071895",0.336
"SNDI071903","SNDI071894",0.573
"SNDI071903","SNDI071893",0.81
"SNDI071903","SNDI071892",0.336
"SNDI071903","SNDI071891",0.336
"SNDI071903","SNDI071889",0.336
"SNDI071903","SNDI071888",0.289
"SNDI071903","SNDI071887",0.716
"SNDI071903","SNDI071886",0
"SNDI071903","SILR5521",0.526
"SNDI071903","SILR5520",0.526
"SNDI071903","SILR5519",0.621
"SNDI071903","SILR5518",0.573
"SNDI071903","SILR5517",0.336
"SNDI071903","SILR5516",0.431
"SNDI071903","SILR5515",0
"SNDI071903","SILR5514",0.526
"SNDI071903","SILR5513",0.431
"SNDI071903","SILR5512",0
"SNDI071903","SILR5511",0.336
"SNDI071903","SILR5510",0.573
"SNDI071903","SILR5509",0
"SNDI071903","SILR5508",0
"SNDI071903","SILR5507",0.573
"SNDI071903","SILR5506",0
"SNDI071903","SILR5505",0.573
"SNDI071903","SILR5504",0.478
"SNDI071903","SILR5503",0.384
"SNDI071903","SILR5502",0.478
"SNDI071903","SILR5501",0.431
"SNDI071903","SILR5500",0.431
"SNDI071903","SEBI1592",0.384
"SNDI071903","SEBI1591",0.573
"SNDI071903","SEBI1590",0.573
"SNDI071903","SEBI1589",0.573
"SNDI071903","SEBI1588",0.241
"SNDI071903","SEBI1587",0.668
"SNDI071903","SEBI1586",0.194
"SNDI071903","SEBI1585",0.431
"SNDI071903","SEBI1584",0.81
"SNDI071903","SEBI1583",0.526
"SNDI071903","SEBI1582",0.573
"SNDI071903","SEBI1581",0.526
"SNDI071903","SEBI1580",0.384
"SNDI071903","SEBI1579",0.573
"SNDI071903","SEBI1578",0.384
"SNDI071903","SEBI1577",0.573
"SNDI071903","SEBI1576",0
"SNDI071903","SEBI1575",0.621
"SNDI071903","SEBI1574",0.526
"SNDI071903","SEBI1573",0.336
"SNDI071903","SEBI1572",0.526
"SNDI071903","SEBI1571",0.289
"SNDI071903","SEBI1570",0
"SNDI071903","SEBI1569",0.194
"SNDI071903","SEBI1568",0.478
"SNDI071903","SEBI1567",0
"SNDI071903","SEBI1566",0.573
"SNDI071903","SEBI1565",0.431
"SNDI071903","SEBI1564",0.478
"SNDI071903","SEBI1563",0
"SNDI071903","SEBI1562",0
"SNDI071903","SEBI1561",0.147
"SNDI071903","SEBI1560",0.431
"SNDI071903","SEBI1559",0.431
"SNDI071903","SEBI1558",0.289
"SNDI071903","SEBI1557",0.384
"SNDI071903","SEBI1556",0.241
"SNDI071903","SEBI1555",0.336
"SNDI071903","SEBI1554",0.194
"SNDI071903","SEBI1553",0.526
"SNDI071903","SEBI1552",0.573
"SNDI071903","SEBI1551",0.431
"SNDI071903","SEBI1550",0.526
"SNDI071903","SEBI1549",0.668
"SNDI071903","SEBI1548",0.621
"SNDI071903","SEBI1547",0.147
